SA4_CODE_2021,P_55_64_Ud_wk_L_5_hrs,P_55_64_Ud_wk_5_14_hrs,P_55_64_Ud_wk_15_29_hrs,P_55_64_Ud_wk_30h_more,P_55_64_no_Ud_wk,P_55_64_Ud_wk_ns,P_55_64_OS_vis,P_55_64_yr_Tot,P_65_74_Ud_wk_L_5_hrs,P_65_74_Ud_wk_5_14_hrs,P_65_74_Ud_wk_15_29_hrs,P_65_74_Ud_wk_30h_more,P_65_74_no_Ud_wk,P_65_74_Ud_wk_ns,P_65_74_OS_vis,P_65_74_yr_Tot,P_75_84_Ud_wk_L_5_hrs,P_75_84_Ud_wk_5_14_hrs,P_75_84_Ud_wk_15_29_hrs,P_75_84_Ud_wk_30h_more,P_75_84_no_Ud_wk,P_75_84_Ud_wk_ns,P_75_84_OS_vis,P_75_84_yr_Tot,P_85ov_Ud_wk_L_5_h,P_85ov_Ud_wk_5_14_h,P_85ov_Ud_wk_15_29_h,P_85ov_Ud_wk_30h_more,P_85ov_no_Ud_wk,P_85ov_Ud_wk_ns,P_85ov_OS_vis,P_85_yr_over_Tot,P_Tot_Ud_wk_L_5_hrs,P_Tot_Ud_wk_5_14_hrs,P_Tot_Ud_wk_15_29_hrs,P_Tot_Ud_wk_30h_more,P_Tot_no_Ud_wk,P_Tot_Ud_wk_ns,P_Tot_OS_vis,P_Total_Tot
101,6046,12121,5916,3574,5962,2553,53,36215,3785,8282,5750,4458,6896,2173,43,31393,1858,3376,2444,2115,4932,1441,9,16181,631,789,436,355,2856,691,5,5761,39413,58888,27960,19266,42029,15813,374,203732
102,6928,14842,7274,4557,9060,1940,66,44662,4597,10240,7197,5067,11040,2181,56,40379,2847,5034,3432,2809,9110,2317,22,25582,1101,1331,672,524,4738,2127,14,10513,52797,77556,38383,28398,68984,17169,313,283603
103,4545,8603,4241,2868,5725,1965,37,27977,2975,5811,4008,3348,6532,1722,14,24404,1568,2646,1901,1678,5205,1330,18,14345,586,733,385,296,2840,627,0,5468,31744,45815,22183,16778,41755,14444,188,172914
104,3459,6816,3576,2160,4059,1317,33,21421,2528,5456,4001,2848,5149,1274,23,21278,1193,2358,1790,1517,3896,1051,7,11817,474,607,344,293,2105,683,0,4508,21604,33033,17341,12201,28729,10116,360,123384
105,2511,4395,1991,1428,3751,1697,17,15787,1623,2804,1875,1527,3886,1459,17,13190,799,1221,877,888,2690,1108,3,7586,298,305,150,157,1415,533,0,2864,16149,22911,10443,8234,24870,12015,145,94757
106,5696,11459,6100,3983,7565,1775,42,36627,3501,7785,5661,4774,8683,1596,30,32031,1843,3450,2406,2209,6244,1415,11,17574,655,799,402,329,2909,806,8,5909,42463,64142,31326,23999,57636,14555,228,234355
107,6048,12400,6525,4219,8274,1400,49,38917,3546,8234,5843,4216,8588,1426,47,31905,2218,4055,2694,2298,6830,1514,12,19622,920,1094,588,424,3791,1447,4,8269,49562,71316,34423,24641,63002,13205,266,256417
108,5274,11115,5812,3852,6997,2096,36,35178,4145,9507,6988,5373,9430,2360,27,37831,2372,4409,3251,3025,7670,1978,15,22712,919,1044,583,531,4165,1321,6,8571,32755,51729,27348,20887,47325,14991,230,195261
109,2952,5334,2419,1533,3376,1230,17,16860,1916,3749,2461,1920,4283,1170,6,15505,966,1643,1206,1143,3160,925,3,9043,356,433,248,212,1676,471,0,3390,18951,26634,12715,9313,24278,8427,169,100496
110,3948,7266,3687,2329,5251,2327,15,24830,2538,4953,3463,2964,5635,1960,17,21534,1396,2438,1624,1709,4364,1594,6,13129,511,585,317,284,2190,804,4,4686,26233,38443,18857,14332,37011,16536,355,151764
111,7872,15783,7529,4219,9527,1766,64,46759,4775,10657,7471,5021,10703,1946,56,40641,2867,5071,3633,2905,8646,2017,19,25153,1202,1457,718,488,5289,1694,7,10855,65146,92730,41932,26844,76082,16537,364,319641
112,6369,12613,6003,3357,6730,2543,50,37675,4339,9690,6425,4402,8326,2391,51,35626,2237,3989,2823,2362,6390,1779,33,19608,902,1060,522,444,4066,1350,4,8350,40585,60600,29344,19758,47548,18000,474,216312
113,3375,6168,2929,1909,4674,1469,28,20561,2114,3834,2555,2124,4775,1273,20,16693,1132,1846,1263,1114,3584,984,6,9927,473,513,285,208,2145,593,3,4218,25054,33804,15507,11507,35533,11517,376,133301
114,3613,7884,4186,2526,3901,1207,22,23337,2734,6802,4853,3565,5409,1187,22,24573,1544,3167,2352,2049,4699,1095,12,14924,573,804,430,297,2422,710,0,5242,23918,37945,19945,14568,29862,9138,164,135539
115,4493,10550,5892,3963,5245,820,123,31096,2772,6676,4919,3722,5300,777,172,24336,1607,2986,2039,1683,4051,751,40,13161,547,691,374,250,2352,809,14,5041,42083,59811,31234,22704,46640,7302,562,210335
116,5293,9713,5108,4160,11761,2034,261,38331,3137,5506,3666,3154,10173,1542,273,27444,1504,2156,1269,1023,5602,1017,59,12629,464,430,204,136,2566,607,12,4420,50637,70783,34688,29862,102309,21198,860,310340
117,5588,9459,3550,1779,6906,2321,328,29929,3010,5471,2735,1407,5988,1641,179,20431,1532,2247,1121,686,3943,1232,57,10823,534,504,217,139,1771,781,7,3950,67302,87398,25776,13182,82546,25387,2323,303905
118,5213,9512,4087,1933,4450,1271,130,26600,3553,6398,3092,1643,5063,1151,118,21022,2105,3222,1735,1097,4306,1260,41,13769,894,1013,387,207,2497,1409,15,6423,52358,65484,23648,13242,48365,14170,1006,218273
119,9356,17161,9609,7428,21182,3759,259,68754,6125,11114,7333,5430,17329,2982,214,50521,3801,5834,3470,2611,11942,2748,75,30473,1743,1798,914,549,6987,2670,17,14682,82877,106817,51451,43119,174410,35326,1263,495267
120,5474,11174,5381,2939,7050,1309,161,33498,3449,7056,4142,2477,6548,1176,127,24969,1966,3321,1942,1237,4905,1085,39,14490,834,970,459,249,3495,1014,8,7033,51750,74031,30448,18198,69105,13730,758,258015
121,8263,18067,8880,4579,6812,1363,275,48232,5473,12144,7444,4283,7245,1339,295,38215,3453,6570,4145,2533,6036,1270,109,24116,1425,1883,903,635,4762,1300,18,10930,75544,108822,49220,29240,69356,12677,1379,346233
122,5917,12478,5712,2577,4361,962,74,32071,3407,7714,4624,2452,4657,834,57,23744,2253,4145,2683,1778,4563,866,27,16313,913,1143,574,400,3235,954,10,7236,48394,66999,29663,17257,41811,8238,483,212842
123,4649,9236,4850,3728,8224,1336,93,32118,2881,5683,3812,3136,7554,1200,109,24373,1349,2053,1438,1183,4324,1126,28,11502,420,436,198,137,1690,782,14,3674,41428,58041,27775,23939,65644,13313,430,230569
124,5861,12506,6410,4123,8046,1681,62,38681,3611,8044,5472,4180,8185,1455,93,31040,1799,3178,2106,1739,5283,1269,24,15401,566,665,356,298,2499,879,6,5263,49459,73017,34673,26690,64901,16142,384,265255
