SA2_CODE_2021,Num_mot_veh_per_dwg_None_Dwgs,Nu_mo_veh_pe_dw_1_mo_veh_Dwgs,Nu_mo_ve_pe_dw_2_mot_veh_Dwgs,Nu_mo_ve_pe_dw_3_mot_veh_Dwgs,Nu_mo_ve_pe_dw_4_mo_veh_Dwgs,Num_mot_veh_per_dwg_Tot_Dwgs,Num_mot_veh_ns_Dwgs,Total_Dwellings
210051243,440,1825,1570,633,340,4812,474,5288
210051245,307,2075,2670,947,455,6453,317,6772
210051246,100,1238,2955,1281,959,6545,257,6798
210051247,259,1384,1543,613,355,4156,392,4552
210051248,0,13,0,3,6,22,4,29
210051250,179,1224,974,234,114,2728,142,2869
210051441,124,866,951,383,228,2548,179,2727
210051442,96,1010,1544,535,289,3477,194,3670
210051443,203,1765,2570,995,575,6099,365,6466
210051445,101,1774,3474,857,489,6695,436,7128
210051542,78,912,1340,312,111,2751,117,2868
210051543,148,1441,1559,433,169,3754,208,3960
210051544,122,750,1008,451,308,2634,157,2789
210051545,98,871,1529,672,402,3572,216,3782
211011251,285,1973,1882,549,237,4926,226,5160
211011254,137,1762,2713,807,398,5813,172,5985
211011255,21,308,864,464,379,2029,55,2084
211011256,153,1444,2365,864,558,5379,115,5498
211011257,51,633,1180,467,279,2611,59,2674
211011258,52,691,1585,643,430,3392,79,3479
211011259,149,1398,2371,667,316,4900,146,5048
211011260,360,1975,2604,901,504,6340,191,6530
211011446,473,3615,3632,1026,458,9206,411,9613
211011447,307,2055,2113,674,357,5510,225,5729
211011448,182,1526,2451,787,513,5463,182,5642
211011449,34,343,720,249,162,1504,54,1559
211021261,154,1351,2298,923,679,5414,146,5562
211021262,32,510,1330,696,649,3216,70,3288
211031263,164,1358,1777,619,375,4290,161,4454
211031265,100,1442,2876,1013,664,6096,113,6214
211031266,639,3301,2533,581,305,7366,337,7705
211031267,350,2952,3218,849,439,7810,216,8025
211031268,73,844,1602,502,280,3307,69,3373
211031450,371,2814,2487,561,314,6547,259,6806
211031451,299,2033,2181,536,338,5391,187,5579
211031452,58,583,817,241,121,1814,51,1868
211041269,306,1650,1544,399,171,4069,142,4216
211041270,404,2677,2499,578,301,6450,157,6607
211041271,303,1828,1758,393,198,4478,323,4800
211041272,119,1234,1802,432,198,3791,78,3871
211041273,133,1167,1871,598,293,4061,98,4162
211051274,71,810,1468,598,473,3408,115,3526
211051275,92,1055,1868,631,409,4057,131,4191
211051276,143,1561,2074,820,628,5226,268,5488
211051277,175,1364,1557,466,291,3848,113,3962
211051278,303,2245,2873,1078,782,7290,257,7545
211051279,44,476,778,357,340,2000,84,2083
211051280,72,522,1003,421,299,2325,69,2392
211051281,260,2337,3490,1276,700,8061,234,8295
211051282,56,920,1680,549,347,3552,128,3674
211051283,71,790,1445,585,474,3363,83,3445
211051284,85,941,1584,579,318,3508,93,3608
211051285,41,484,1058,518,522,2634,112,2742
211051286,192,1805,2275,1051,803,6125,474,6599
212011289,73,1108,2550,1227,1057,6010,384,6400
212011546,142,2300,3623,1141,647,7850,276,8130
212011547,55,639,1232,659,592,3173,256,3433
212011548,82,831,1423,640,482,3452,218,3669
212011549,172,1868,2234,705,366,5351,277,5631
212011550,43,750,1210,296,178,2474,84,2553
212011551,177,1209,761,237,159,2539,200,2741
212011552,281,2770,3699,1152,599,8494,410,8901
212021293,359,2684,3424,1150,714,8332,335,8669
212021295,383,1582,1364,396,229,3951,386,4339
212021297,160,1207,1351,504,294,3512,238,3747
212021299,18,232,834,551,647,2287,113,2401
212021453,118,988,1664,680,414,3860,201,4062
212021454,159,1153,1975,698,393,4370,207,4577
212021455,116,1117,1871,768,444,4310,196,4510
212021456,241,1645,2027,694,325,4930,330,5259
212021553,76,1278,2484,876,512,5234,181,5414
212021554,54,917,1719,524,248,3466,131,3601
212031300,415,2541,2647,979,508,7097,595,7695
212031303,84,1164,2687,892,653,5489,254,5740
212031304,120,1856,3199,1012,389,6578,288,6866
212031306,105,1148,2372,819,429,4870,214,5084
212031308,40,464,1082,592,497,2684,159,2835
212031457,51,623,1635,809,578,3697,97,3793
212031458,97,1065,2066,883,568,4676,188,4868
212031555,25,758,1672,456,156,3070,107,3171
212031556,36,925,2427,617,232,4235,165,4403
212031557,159,2016,3248,947,424,6795,306,7104
212031558,91,1214,1795,467,168,3734,186,3916
212031559,49,864,1825,533,242,3516,126,3636
212031560,104,1100,1557,611,339,3716,191,3909
212031561,131,1044,1574,614,339,3699,262,3964
212031562,212,1349,1604,626,303,4087,298,4392
212041309,247,1392,1561,547,260,4005,168,4175
212041310,433,2016,1577,498,214,4734,238,4971
212041312,435,2580,2841,1015,554,7428,476,7904
212041313,118,1038,1737,564,294,3751,112,3867
212041316,156,910,1029,315,179,2592,126,2716
212041317,739,2760,2274,837,470,7077,445,7519
212041318,219,1174,1402,637,318,3752,178,3930
212041459,447,2152,1496,379,168,4646,347,4994
212041460,591,2458,2037,800,403,6288,368,6657
212041563,1003,3353,2009,552,306,7223,825,8043
212041564,310,1216,826,315,212,2876,229,3103
212041565,285,1403,1893,769,428,4792,186,4973
212041566,57,860,2177,776,450,4319,90,4412
212051319,557,2814,2821,726,307,7226,343,7572
212051321,380,2432,3079,969,410,7269,229,7503
212051322,428,2717,2823,823,325,7122,314,7434
212051323,214,1999,2484,661,296,5649,181,5834
212051324,320,2434,2781,852,393,6783,213,6991
212051325,257,2044,3096,919,467,6783,243,7029
212051326,728,3383,3135,835,403,8482,353,8831
212051327,492,1990,3170,1020,555,7232,238,7472
212051567,604,1399,739,141,90,2969,236,3200
212051568,540,1868,1236,313,160,4119,254,4366
213011328,414,1332,772,235,117,2866,292,3156
213011329,81,621,1188,561,332,2781,127,2908
213011331,162,883,966,413,257,2669,157,2824
213011332,199,1387,1766,709,416,4477,253,4726
213011333,296,1509,1691,625,293,4419,289,4709
213011334,709,2768,2136,772,346,6728,780,7506
213011335,566,2105,1741,698,314,5424,484,5905
213011336,410,1485,1015,281,119,3312,277,3583
213011337,340,1365,1313,516,260,3800,308,4109
213011338,486,2315,2165,789,388,6142,381,6527
213011339,176,1336,1406,555,333,3809,200,4003
213011340,157,1181,2204,1145,816,5509,199,5703
213011569,333,2118,2205,743,357,5761,461,6218
213011570,59,500,1155,389,198,2302,113,2413
213021341,457,2384,2018,472,229,5561,246,5811
213021342,417,2782,2701,770,405,7069,336,7402
213021343,535,2140,2046,518,247,5485,373,5859
213021344,395,2893,2846,570,236,6940,258,7196
213021345,45,580,668,235,125,1637,76,1719
213021346,521,2423,2258,596,264,6069,227,6296
213031347,793,2957,2251,616,255,6873,490,7357
213031348,1571,4029,1367,252,99,7319,581,7901
213031349,347,2427,1608,466,201,5055,218,5275
213031350,424,1959,1110,170,51,3715,137,3854
213031351,544,2234,1377,283,112,4552,324,4881
213031352,569,2732,2112,427,137,5978,230,6210
213041353,336,2730,3446,1365,951,8819,389,9209
213041358,209,2084,2829,959,541,6622,499,7126
213041359,97,1349,2222,582,286,4537,305,4839
213041360,106,1168,2595,995,630,5502,198,5694
213041461,93,496,685,289,156,1721,71,1796
213041462,25,363,867,307,145,1704,53,1762
213041463,169,1750,2786,959,545,6207,278,6486
213041571,152,917,1225,492,249,3033,164,3203
213041572,39,654,1092,281,107,2176,151,2330
213041573,9,169,531,162,63,931,24,956
213041574,30,753,1567,489,182,3025,124,3152
213041575,89,1094,2000,969,756,4911,206,5116
213041576,90,1120,1531,605,486,3833,228,4059
213041577,280,1310,895,301,151,2937,305,3247
213041578,326,2125,1989,531,235,5205,559,5767
213051361,263,1884,2369,946,654,6108,358,6463
213051362,366,2426,2353,786,400,6329,408,6737
213051363,257,1569,1339,364,167,3705,339,4050
213051368,356,2242,2303,653,373,5931,397,6325
213051464,129,1847,2676,776,331,5751,310,6061
213051466,129,1948,2679,551,187,5492,224,5716
213051467,589,2826,2235,692,387,6729,441,7165
213051468,267,2579,3191,946,468,7452,443,7895
213051579,81,1332,1279,284,97,3070,157,3224
213051580,144,1509,1971,588,295,4505,182,4690
213051581,68,923,1378,338,133,2840,128,2966
213051582,59,991,1333,289,118,2783,208,2986
213051583,194,2525,3369,980,469,7539,501,8045
213051584,39,648,928,231,92,1937,150,2084
213051585,98,1042,1415,378,194,3128,193,3319
213051586,47,790,1134,285,108,2369,156,2522
213051587,48,916,1350,316,109,2746,152,2896
213051588,107,1719,2297,607,260,4997,435,5434
213051589,92,1182,1140,243,118,2775,216,2992
213051590,182,1572,1677,557,301,4279,219,4501
214011370,381,3026,3295,1033,501,8230,390,8625
214011371,977,4161,3292,818,375,9625,761,10389
214011372,626,3194,2675,728,304,7537,617,8154
214011373,274,2023,2980,992,512,6784,241,7026
214011374,221,2521,3706,1426,997,8873,303,9183
214011375,523,2964,2671,665,284,7117,472,7586
214011376,70,1014,2156,753,410,4404,127,4533
214021377,198,1961,2314,649,334,5456,335,5787
214021378,24,563,1037,414,293,2322,195,2513
214021379,360,3243,3459,1196,706,8970,546,9522
214021381,127,1399,2985,1075,679,6263,186,6454
214021382,152,2004,3281,1025,585,7049,255,7305
214021383,231,3046,3733,982,454,8445,705,9151
214021384,549,4114,3474,1017,483,9639,686,10328
214021385,200,1899,2746,1078,888,6807,258,7069
214021591,260,2098,2261,687,371,5676,211,5888
214021592,304,2049,1849,394,193,4781,176,4959
215011386,249,1254,1100,370,235,3211,214,3426
215011387,14,277,465,254,224,1238,108,1344
215011388,484,2550,2608,901,411,6956,384,7340
215011389,18,235,429,306,289,1277,84,1360
215011390,163,896,970,473,389,2892,149,3046
215011391,94,482,501,222,174,1472,110,1580
215011392,188,1273,1220,473,316,3462,272,3733
215011393,39,309,388,201,183,1127,137,1266
215011394,130,911,970,389,293,2692,222,2913
215021395,53,604,1054,518,375,2609,233,2843
215021396,65,437,670,326,223,1720,191,1909
215021398,70,416,503,248,203,1446,181,1627
215021399,114,629,816,374,255,2186,213,2398
215021469,642,2997,2471,705,310,7126,657,7785
215021470,379,2198,2334,802,424,6136,471,6600
215031400,121,824,860,429,315,2548,268,2819
215031401,89,790,997,452,356,2679,226,2903
215031402,118,640,546,206,115,1629,169,1794
215031403,89,322,364,172,123,1066,193,1262
215031404,336,1550,1674,527,250,4339,314,4655
215031405,75,578,892,420,345,2311,274,2590
216011406,386,2191,2275,824,457,6135,366,6501
216011407,210,1337,1584,659,463,4258,250,4510
216011408,27,274,538,304,239,1382,144,1525
216011409,67,512,559,253,170,1569,124,1689
216011410,44,512,600,304,237,1690,196,1884
216021411,202,1054,861,326,177,2608,218,2826
216021412,6,240,400,205,188,1041,100,1138
216021413,190,1386,1719,833,633,4757,391,5153
216021414,173,1358,1350,386,216,3481,189,3672
216031415,228,1300,1108,419,188,3240,427,3662
216031416,437,2584,2786,926,513,7248,576,7822
216031418,15,222,492,349,267,1342,128,1468
216031419,123,1014,1435,669,499,3735,360,4095
216031593,45,667,1362,575,326,2974,119,3091
216031594,400,2416,1981,695,423,5917,566,6479
217011420,113,967,1264,707,541,3597,287,3886
217011421,286,1624,1545,556,326,4334,206,4536
217011422,273,1694,1728,611,294,4597,282,4877
217011423,62,675,856,522,421,2537,185,2724
217031471,100,528,533,194,108,1453,105,1565
217031472,399,1909,1807,618,339,5065,286,5355
217031473,17,481,853,409,358,2121,155,2276
217031474,85,673,752,379,281,2169,165,2331
217031475,81,689,969,506,421,2667,194,2859
217031476,59,779,628,214,86,1762,213,1972
217041477,52,581,955,533,408,2536,191,2725
217041478,106,1038,1618,605,421,3787,262,4051
217041479,404,3107,3482,1092,561,8649,447,9094
217041480,384,2171,1974,592,326,5440,325,5765
297979799,0,0,0,0,0,0,0,0
301011001,217,1701,2423,976,535,5844,194,6040
301011002,45,494,978,459,418,2387,81,2468
301011003,199,1584,2272,834,546,5435,150,5573
301011004,351,2175,2645,976,647,6789,262,7059
301011005,74,690,585,179,85,1608,62,1675
301011006,100,1178,1810,691,394,4171,93,4261
301021007,530,2575,2250,769,427,6546,245,6790
301021008,111,815,960,310,188,2388,48,2439
301021009,145,1451,2718,1075,601,5989,189,6180
301021011,23,389,1239,565,394,2604,50,2656
301021012,135,1503,2960,1114,654,6375,175,6545
301021013,319,1967,2095,873,493,5745,192,5937
301021550,74,455,313,106,51,1001,112,1105
301021551,453,2156,1132,266,94,4097,359,4459
301031014,3,9,0,0,0,17,3,14
301031015,201,1112,1182,360,158,3020,101,3118
301031016,182,1335,1858,594,309,4272,116,4394
301031017,98,628,729,214,99,1764,70,1843
301031018,104,1213,1373,423,222,3333,104,3444
301031019,23,685,1621,451,203,2979,55,3037
301031020,437,2132,2038,681,348,5641,219,5863
301031021,365,2036,2321,686,328,5732,233,5967
302011022,73,810,1230,382,189,2684,83,2770
302011023,64,801,1642,565,373,3448,59,3504
302011024,208,1221,1550,387,197,3565,113,3677
302011025,226,1631,1622,419,184,4085,93,4176
302011026,52,762,1305,415,199,2737,53,2788
302021027,463,1856,1847,578,283,5024,190,5219
302021028,896,2872,1273,224,75,5342,302,5637
302021029,109,765,1027,296,172,2369,56,2430
302021030,70,594,669,188,97,1621,30,1648
302021031,426,2429,2170,552,257,5839,209,6050
302021032,286,1207,1028,238,113,2874,173,3050
302021033,148,870,1109,330,144,2591,70,2665
302021034,157,1200,1668,478,210,3714,76,3786
302031035,197,1274,1403,395,228,3499,100,3598
302031036,7,4,4,0,0,20,12,29
302031037,43,606,333,56,26,1062,67,1132
302031038,218,1076,954,312,138,2706,114,2815
302031039,198,1260,1667,502,198,3834,117,3947
302031040,838,3222,1777,339,138,6314,297,6606
302041041,164,1878,2665,853,464,6034,151,6191
302041042,145,1208,1530,433,238,3555,208,3765
302041043,150,591,515,175,83,1514,71,1582
302041044,254,905,884,294,174,2509,153,2666
302041045,414,2695,1842,399,164,5516,196,5707
302041046,429,1829,1148,289,127,3814,287,4098
303011047,162,1363,1921,539,269,4256,82,4340
303011048,172,1087,1058,243,111,2672,108,2775
303011049,283,1904,1837,440,182,4647,166,4810
303011050,190,1213,1003,260,113,2776,119,2894
303011051,256,1642,2457,849,486,5685,148,5832
303021052,591,2439,1477,376,191,5070,195,5264
303021053,670,3402,2485,636,300,7486,268,7757
303021054,274,866,580,185,88,1996,82,2073
303021055,505,2210,1454,341,133,4648,189,4833
303021056,242,1137,1289,340,141,3147,128,3272
303021057,170,892,995,261,139,2465,73,2536
303021058,551,1726,780,187,107,3351,261,3609
303021059,366,1757,1460,383,215,4186,171,4358
303031060,242,1757,2105,654,324,5086,217,5303
303031061,132,649,679,261,157,1881,93,1976
303031062,149,903,1272,387,207,2920,70,2990
303031063,463,2290,2300,643,282,5981,257,6238
303031064,47,742,1701,541,331,3357,72,3434
303031065,476,1712,1369,346,171,4081,257,4335
303031066,150,1275,1580,506,249,3761,76,3832
303041067,203,838,717,197,111,2069,106,2169
303041068,386,1914,1584,372,174,4436,169,4602
303041069,138,576,537,217,119,1596,95,1686
303041070,141,960,1079,309,146,2632,82,2717
303041071,129,1198,1655,491,233,3704,64,3769
303051072,113,1066,1305,401,158,3045,128,3172
303051073,175,2273,3220,1030,488,7187,275,7458
303051074,40,769,1626,449,198,3076,86,3165
303051075,104,1157,2315,818,406,4804,112,4917
303051076,312,1420,1142,368,204,3449,301,3752
303061077,69,738,1203,412,221,2647,107,2754
303061078,201,1797,1842,563,286,4686,205,4892
303061079,267,1031,983,381,216,2879,149,3028
303061080,301,1917,2231,834,398,5682,312,5994
304011081,76,800,1176,381,213,2642,44,2687
304011082,57,829,1120,338,148,2496,54,2550
304011083,38,525,670,192,85,1500,32,1534
304011084,96,938,1590,478,183,3285,51,3339
304011085,24,322,745,259,127,1473,15,1486
304021086,59,1026,1643,533,263,3518,52,3571
304021087,64,429,1015,408,304,2214,49,2268
304021088,75,1021,1780,504,220,3596,40,3635
304021089,26,275,659,265,128,1357,21,1376
304021090,103,1084,1527,382,192,3285,47,3337
304021091,34,264,759,388,279,1712,46,1762
304031092,94,822,1154,336,157,2565,49,2612
304031093,147,809,714,211,92,1968,44,2016
304031094,479,2328,1665,448,186,5103,140,5240
304031095,225,1151,953,195,97,2630,80,2710
304031096,518,1948,1112,261,110,3944,200,4147
304031097,403,1947,1202,268,90,3908,109,4021
304041098,360,1538,1181,279,137,3504,115,3618
304041099,0,5,9,0,0,13,0,11
304041100,286,1127,1056,265,120,2850,119,2966
304041101,249,1292,1291,327,143,3302,112,3414
304041102,0,0,0,0,0,0,0,0
304041103,139,1828,2657,837,373,5830,93,5924
304041104,74,1029,1899,529,260,3793,68,3855
305011105,2318,2809,682,103,34,5945,502,6449
305011106,1497,2870,625,68,35,5090,474,5562
305011107,330,1179,735,181,90,2514,143,2664
305011108,582,2528,1248,253,91,4697,323,5025
305011109,884,2979,1464,297,134,5753,378,6133
305011110,1323,3618,798,116,48,5905,558,6461
305011111,783,1520,450,84,47,2880,230,3116
305011112,935,3654,1521,284,129,6520,366,6886
305021113,85,659,692,180,95,1709,72,1781
305021114,131,1256,1106,267,131,2893,103,2992
305021115,314,1142,765,208,109,2549,177,2725
305021116,77,688,797,233,116,1912,52,1961
305021117,347,2425,2096,522,232,5625,277,5898
305021118,92,909,1067,282,168,2526,80,2598
305031119,187,987,591,122,53,1940,126,2065
305031120,189,1056,980,266,110,2606,66,2668
305031121,190,1049,819,230,124,2408,106,2517
305031122,423,2335,1427,319,173,4680,153,4831
305031123,55,531,713,195,88,1583,34,1615
305031124,308,1500,962,207,110,3090,174,3258
305031125,41,614,795,217,109,1775,45,1818
305031126,647,1976,986,215,107,3940,156,4094
305031127,195,772,650,208,81,1912,93,2004
305031128,1528,5662,1934,249,67,9441,733,10172
305031129,74,536,554,186,92,1453,36,1489
305031130,354,1442,1135,268,119,3320,169,3489
305031131,450,2193,1437,336,156,4565,206,4769
305041132,242,1697,1877,627,290,4733,128,4853
305041133,225,1119,752,191,102,2391,66,2458
305041134,121,1178,1555,435,204,3488,91,3578
305041135,486,2241,1592,433,238,4990,180,5175
305041136,188,1021,795,225,117,2345,88,2429
305041137,671,2723,1483,338,143,5349,218,5568
306011138,43,539,950,293,128,1954,68,2021
306011139,144,1940,1897,532,243,4763,295,5054
306011140,36,610,580,182,79,1481,65,1543
306011141,94,1296,2133,737,366,4630,174,4809
306011142,215,2140,2646,776,341,6122,308,6426
306011143,146,1227,898,252,120,2650,241,2889
306021144,72,767,1183,389,192,2601,185,2790
306021145,735,2378,925,214,122,4368,643,5010
306021146,293,1152,1224,421,205,3299,285,3583
306021147,169,1112,1500,558,284,3620,333,3950
306021148,114,886,1403,538,326,3270,266,3538
306021149,152,1222,1448,461,200,3491,208,3694
306021150,0,0,0,0,0,0,0,0
306021151,392,1249,576,128,49,2389,375,2763
306021152,345,1092,519,142,76,2168,262,2432
306021153,71,990,1364,404,183,3014,147,3159
306021154,477,1256,618,149,123,2624,348,2973
306021155,124,626,621,193,96,1656,182,1841
306021156,144,1377,1275,389,137,3320,198,3520
306021157,199,917,588,166,61,1933,348,2283
306031158,57,570,713,255,147,1744,214,1957
306031159,378,1565,1127,346,151,3561,357,3911
306031160,92,1124,1202,476,257,3157,394,3546
306031161,221,2027,1763,509,235,4746,525,5270
306031162,0,4,0,0,0,5,0,7
306031163,136,165,119,27,25,477,27,503
306041164,125,1098,1004,329,147,2700,306,3006
306041165,214,1275,768,190,108,2548,268,2822
306051166,274,1879,1657,551,317,4685,444,5132
306051167,79,862,759,293,166,2159,357,2514
306051168,77,592,687,267,147,1772,239,2009
306051169,82,1206,1456,572,286,3604,365,3967
306051170,302,1616,1556,575,341,4398,553,4957
307011171,85,618,597,237,195,1738,160,1900
307011172,131,1047,1133,473,284,3064,377,3442
307011173,101,775,873,326,190,2263,244,2505
307011174,76,498,565,256,172,1575,160,1738
307011175,79,560,535,247,172,1593,215,1808
307011176,173,1033,920,319,177,2616,239,2858
307011177,82,631,797,407,313,2228,291,2522
307011178,49,493,492,244,142,1426,186,1614
307021179,107,1072,1331,575,360,3446,339,3783
307021180,90,812,967,459,318,2650,218,2871
307021181,39,358,465,199,143,1203,166,1367
307021182,61,531,730,375,273,1967,189,2164
307021183,315,2071,2233,961,592,6169,443,6614
307031184,33,521,745,321,243,1859,155,2015
307031185,38,452,634,312,208,1639,128,1768
307031186,41,535,723,369,225,1889,187,2078
307031187,179,954,716,228,131,2211,172,2385
307031188,44,616,908,427,271,2268,253,2522
307031189,410,2391,2108,684,450,6039,425,6460
308011190,225,853,797,347,206,2430,263,2686
308011191,102,1063,972,490,365,2998,464,3455
308011192,192,1671,1929,721,387,4906,449,5358
308031205,314,1154,875,284,125,2746,295,3038
308031206,8,172,263,131,87,671,95,761
308031207,56,1059,925,292,131,2465,183,2648
308031208,202,1146,1356,468,221,3394,149,3544
308031209,7,207,550,350,294,1407,84,1487
308031210,124,1379,1662,623,367,4163,231,4393
308031211,107,660,639,252,139,1788,118,1910
308031212,108,511,335,135,66,1156,188,1346
308031213,180,1398,1538,471,241,3831,170,4006
308031214,188,812,662,245,121,2024,135,2164
308031215,170,904,1001,325,190,2588,161,2747
308031216,176,984,828,252,135,2382,122,2501
308031217,164,596,384,125,57,1326,158,1482
308031218,27,287,518,236,179,1248,88,1341
308031219,46,322,591,309,259,1527,251,1783
308031220,23,193,384,209,170,985,103,1089
308031221,0,3,3,0,0,6,0,10
308031222,264,1196,1010,353,131,2942,207,3148
308031223,403,2737,3004,1042,519,7701,626,8327
308041528,102,882,1123,583,495,3182,507,3692
308041529,146,689,800,274,140,2051,337,2384
308051530,105,1204,1127,384,215,3038,380,3417
308051531,94,1236,1577,587,263,3762,197,3956
308051532,13,18,3,0,0,32,0,38
308051533,167,1669,2125,707,307,4976,245,5224
308051534,332,1318,743,225,117,2738,323,3062
308051535,69,868,1543,752,526,3756,343,4100
308051536,46,412,545,205,90,1295,62,1360
308051537,0,0,0,0,0,0,0,0
308051538,71,650,933,369,189,2211,135,2345
308051539,192,912,673,227,77,2080,117,2200
309011224,113,919,1239,459,271,2998,165,3167
309011225,263,1731,1362,344,186,3897,392,4289
309011226,223,1834,2203,687,355,5302,220,5525
309011227,557,3326,1952,353,178,6358,812,7168
309011228,259,1800,1996,630,312,4994,268,5270
309011229,212,1240,1243,275,129,3093,212,3312
309021230,289,1580,965,185,104,3118,246,3355
309021231,218,1937,1903,545,251,4866,312,5178
309021232,160,1153,1395,531,277,3517,137,3652
309021233,168,1289,1843,648,401,4351,175,4532
309021234,382,2605,2658,760,365,6770,431,7201
309031235,111,1381,1656,521,260,3936,172,4108
309031236,245,2183,1351,323,146,4254,345,4599
309031237,271,2254,1531,333,143,4527,252,4779
309031238,743,4144,2423,557,204,8063,611,8675
309031239,137,1409,1687,547,276,4053,266,4324
309031240,235,1655,1467,409,198,3966,215,4180
309041241,12,366,597,307,236,1526,94,1619
309041242,82,1463,2205,990,715,5458,288,5744
309051243,32,380,913,481,442,2245,115,2365
309051244,106,1485,2818,1148,708,6266,261,6527
309051245,30,725,1303,463,257,2775,118,2896
309061246,169,1912,2095,671,300,5151,229,5379
309061247,73,870,1246,502,265,2951,122,3067
309061248,456,2487,2867,1145,751,7698,464,8162
309061249,59,1340,2619,1002,629,5655,203,5858
309061250,50,407,1011,544,512,2532,125,2651
309071251,112,1830,2896,917,419,6166,500,6664
309071252,214,1701,2620,1130,683,6346,264,6610
309071253,116,1951,2445,787,373,5673,334,6014
309071254,22,349,743,304,226,1637,95,1735
309071256,108,1408,2573,1051,676,5824,211,6032
309071552,74,978,1529,533,240,3357,191,3545
309071553,26,693,1571,732,591,3616,161,3771
309071554,59,989,1480,454,184,3161,154,3318
309071555,61,976,1463,434,129,3060,309,3370
309071556,26,651,1611,675,464,3420,134,3554
309071557,86,1795,2807,1026,514,6231,325,6556
309071558,26,547,1061,344,229,2207,140,2346
309081259,91,544,618,229,121,1608,80,1696
309081260,80,891,1156,309,130,2559,133,2699
309081262,264,2557,2506,652,260,6236,298,6534
309081559,179,1838,2539,826,413,5795,219,6020
309081560,152,1597,1324,340,122,3534,147,3679
309091263,251,1581,1698,605,328,4465,253,4720
309091264,56,581,837,364,223,2064,134,2191
309091265,79,625,1200,532,317,2757,137,2892
309091540,1136,4358,1900,309,145,7845,824,8665
309091541,760,3583,2269,674,283,7565,548,8121
309101267,86,1129,1495,487,239,3428,181,3607
309101268,57,575,759,240,151,1777,108,1882
309101269,119,1037,647,118,41,1964,171,2136
309101561,755,3160,1285,273,143,5618,684,6299
309101562,828,3162,1520,291,176,5971,1033,7003
310011271,106,604,636,199,79,1633,90,1725
310011272,322,1163,945,331,162,2924,158,3085
310011274,747,2540,1979,687,273,6228,589,6818
310011275,145,1076,1263,349,187,3017,105,3125
310011276,91,370,269,95,49,872,85,959
310011563,61,841,1188,384,168,2649,125,2770
310011564,260,2667,3207,1033,489,7661,262,7924
310021277,99,1238,1789,805,668,4605,359,4965
310021278,70,764,730,349,206,2121,133,2250
310021279,0,0,0,0,0,0,0,0
310021280,168,1892,2830,1341,1006,7230,537,7770
310021281,118,1283,1954,912,605,4876,287,5162
310021282,162,1182,1571,803,696,4414,372,4778
310031283,294,1802,1586,514,278,4467,284,4753
310031284,232,1369,1214,450,226,3493,235,3726
310031285,76,726,969,387,213,2371,98,2465
310031286,292,946,819,287,141,2490,216,2705
310031287,793,2920,2326,755,370,7156,428,7586
310031288,21,279,593,362,281,1531,32,1566
310031289,19,342,957,456,376,2150,61,2209
310031290,13,394,948,411,275,2046,43,2089
310031291,244,1276,995,332,162,3006,196,3206
310031292,202,996,843,319,160,2523,175,2692
310031293,305,1821,2113,772,410,5415,235,5651
310031294,48,1299,2079,598,277,4308,185,4486
310031295,110,420,277,109,46,961,140,1107
310041297,129,900,1228,570,326,3156,157,3311
310041298,0,8,0,0,0,8,0,4
310041299,165,1355,1492,502,236,3753,227,3972
310041300,278,1353,1207,381,198,3416,376,3789
310041301,0,0,0,0,0,0,0,0
310041302,314,2651,2973,977,467,7383,550,7933
310041303,44,698,1057,340,171,2306,86,2390
310041304,142,2375,3640,903,317,7375,238,7615
310041565,20,580,1437,475,225,2740,93,2829
310041566,117,994,1319,390,182,3001,197,3203
311011305,249,1895,1898,815,527,5382,389,5771
311021306,402,1310,949,345,211,3215,496,3705
311021307,391,2477,1490,463,225,5045,582,5630
311021308,111,1028,1409,444,204,3196,175,3374
311021309,134,728,787,297,164,2111,125,2239
311021310,54,696,1359,549,302,2963,137,3103
311031311,267,2325,2477,839,532,6433,514,6953
311031312,128,919,1009,334,162,2550,251,2799
311031313,69,828,1050,395,380,2721,264,2985
311031314,145,1211,1319,581,269,3531,331,3865
311031315,0,0,0,0,0,0,0,0
311031316,98,824,1171,496,336,2919,162,3084
311031317,238,1539,1660,629,337,4402,495,4897
311031318,12,172,461,344,368,1349,63,1411
311031319,115,1215,2269,924,516,5031,158,5196
311041322,29,452,929,588,596,2598,124,2732
311041567,8,310,746,384,357,1805,168,1974
311041568,22,373,1219,681,605,2904,58,2961
311041569,23,388,902,497,510,2322,125,2440
311041570,45,873,2046,1242,1153,5358,310,5664
311041571,87,1151,1436,388,152,3207,224,3426
311051323,314,1849,1474,462,217,4321,344,4669
311051324,36,679,1225,546,491,2971,73,3045
311051325,95,1056,1637,638,407,3834,237,4071
311051326,302,1406,1298,467,220,3705,447,4154
311051327,80,998,1782,752,448,4058,117,4178
311051328,298,1005,822,288,185,2595,319,2911
311061329,81,665,1020,399,196,2364,99,2463
311061330,326,1199,960,400,217,3096,481,3580
311061331,341,771,535,196,92,1936,284,2220
311061332,155,1614,2302,823,432,5333,174,5504
311061333,260,1341,1169,433,250,3449,316,3768
311061334,138,1322,1421,442,257,3577,134,3715
311061335,51,603,982,296,200,2122,102,2222
311061336,589,1867,1129,390,178,4152,539,4686
312011337,257,1652,1441,472,213,4028,418,4446
312011338,100,1116,1020,366,243,2850,453,3304
312011339,43,526,525,190,171,1453,174,1627
