SA2_CODE_2021,Num_pns_pres_Cen_Ngt_1_Fam_hh,Nu_pn_pre_Cen_Ngt_1_No_fam_hh,Num_pns_pres_Cen_Ngt_1_Tot,Num_pns_pres_Cen_Ngt_2_Fam_hh,Nu_pn_pre_Cen_Ngt_2_No_fam_hh,Num_pns_pres_Cen_Ngt_2_Tot,Num_pns_pres_Cen_Ngt_3_Fam_hh,Nu_pn_pre_Cen_Ngt_3_No_fam_hh,Num_pns_pres_Cen_Ngt_3_Tot,Num_pns_pres_Cen_Ngt_4_Fam_hh,Nu_pn_pre_Cen_Ngt_4_No_fam_hh,Num_pns_pres_Cen_Ngt_4_Tot,Num_pns_pres_Cen_Ngt_5_Fam_hh,Nu_pn_pre_Cen_Nt_5_Non_fam_hh,Nu_pn_pre_Cen_Ngt_5_Tot,Num_pn_pres_Cen_Ngt_6m_Fam_hh,Nu_pn_pre_Ce_Ngt_6m_No_fam_hh,Num_pns_pres_Cen_Ngt_6m_Tot,Tot_Family_households,Tot_Non_family_households,Tot_Tot
101021007,38,571,606,646,161,803,182,26,210,183,24,207,77,11,86,39,0,33,1160,788,1950
101021008,36,801,837,902,121,1026,519,42,564,491,33,521,201,9,212,98,10,107,2251,1020,3271
101021009,68,2140,2208,1267,256,1519,595,54,647,482,23,510,186,13,202,94,6,101,2688,2492,5182
101021010,37,944,981,569,119,689,316,32,348,222,12,240,80,8,85,32,0,32,1263,1117,2376
101021012,73,729,804,1175,118,1296,839,38,870,920,25,950,366,13,385,131,5,143,3513,934,4443
101021610,26,170,196,513,37,550,432,23,454,518,6,529,185,5,191,67,7,71,1740,243,1990
101021611,101,784,881,1845,195,2045,891,49,932,1003,50,1057,457,24,483,254,6,262,4557,1112,5664
101031013,10,376,385,360,68,433,81,13,93,96,14,118,48,4,48,19,6,29,620,479,1093
101031014,52,998,1055,853,166,1022,344,35,378,271,20,293,124,7,136,58,5,64,1702,1232,2938
101031015,27,409,440,475,101,577,154,25,178,155,18,174,69,0,70,39,0,41,921,548,1471
101031016,49,814,860,722,433,1154,382,191,569,377,157,539,185,94,278,95,87,179,1805,1774,3579
101041017,37,1205,1244,1261,228,1487,359,46,404,316,35,352,163,22,184,101,10,108,2233,1538,3770
101041018,59,1210,1276,1495,260,1753,391,41,436,342,34,370,136,19,155,66,10,79,2495,1569,4063
101041019,56,1137,1198,1206,203,1402,450,54,507,369,32,397,179,14,195,89,9,97,2346,1446,3796
101041020,68,1016,1083,1435,269,1703,445,48,494,391,35,421,182,10,194,117,5,122,2642,1382,4029
101041021,28,477,509,563,107,667,183,22,203,174,14,190,69,4,70,31,9,37,1039,634,1672
101041022,0,0,0,10,6,12,0,0,0,0,0,0,0,0,0,0,0,0,10,6,14
101041023,22,492,511,508,109,618,138,21,164,113,14,129,59,3,63,37,8,35,871,645,1516
101041024,23,389,411,546,142,681,150,22,171,132,19,149,63,11,71,37,0,43,951,584,1530
101041025,93,1665,1757,1838,310,2145,552,51,607,433,38,474,159,11,164,78,0,81,3158,2077,5230
101041026,49,1173,1224,1464,290,1752,379,60,437,318,23,347,124,8,135,71,9,75,2404,1565,3966
101041027,68,1472,1540,1718,354,2076,395,70,465,291,33,325,135,21,158,84,8,89,2691,1960,4651
101051539,127,3192,3319,2885,445,3329,1218,109,1332,1119,73,1193,512,29,546,259,21,283,6125,3871,9995
101051540,75,1388,1468,1883,360,2240,629,73,703,607,57,664,299,27,323,195,19,220,3688,1927,5618
101061541,41,753,787,818,83,898,371,20,387,328,21,348,167,12,175,74,0,74,1790,887,2675
101061542,64,717,777,1430,200,1628,637,37,669,735,33,768,382,26,410,201,6,201,3441,1019,4458
101061543,62,1345,1408,1320,227,1545,516,47,566,476,25,501,264,13,278,160,4,167,2798,1664,4461
101061544,41,995,1038,1055,230,1283,345,49,395,285,30,316,160,14,177,98,7,103,1992,1322,3312
102011028,44,424,464,816,112,930,415,31,442,493,32,522,199,18,218,90,3,96,2066,613,2677
102011029,56,969,1031,1541,233,1774,560,45,608,629,30,660,255,16,269,107,10,117,3150,1306,4457
102011030,18,451,475,518,113,627,241,36,274,213,14,231,104,13,111,87,5,97,1179,636,1817
102011031,45,1719,1759,1809,162,1974,717,34,748,746,18,761,356,13,365,179,11,187,3849,1952,5804
102011032,131,3518,3645,2687,563,3250,1229,120,1348,962,57,1013,311,21,333,127,12,142,5450,4279,9730
102011033,17,326,345,571,49,616,381,16,397,472,17,488,181,3,188,111,0,116,1736,411,2145
102011034,36,1025,1060,922,116,1040,361,17,379,409,13,419,191,4,192,83,0,85,2004,1172,3175
102011035,40,472,510,733,79,818,428,19,447,465,11,476,196,3,203,104,6,106,1963,594,2561
102011036,38,529,563,795,76,878,488,19,505,545,14,554,239,0,241,117,0,122,2222,641,2862
102011037,27,673,696,790,104,897,353,20,374,394,16,405,156,10,166,46,0,48,1772,821,2589
102011038,31,628,663,889,99,983,393,13,407,442,17,459,171,6,173,76,0,84,1995,765,2760
102011039,86,1231,1314,1766,281,2042,821,86,907,880,60,940,387,23,411,140,10,146,4083,1683,5769
102011040,142,3436,3577,3280,644,3922,1349,145,1494,1166,73,1237,435,26,461,202,10,214,6567,4334,10904
102011041,45,685,729,1135,118,1256,541,43,582,699,36,735,310,9,322,153,4,158,2883,895,3776
102011042,66,2177,2240,1886,325,2215,796,68,864,659,45,702,233,7,236,111,15,121,3743,2632,6380
102011043,57,1251,1304,1290,182,1470,652,37,694,621,23,650,234,9,242,133,11,147,2985,1517,4502
102021044,95,2151,2247,2590,327,2922,1294,78,1372,1280,53,1332,545,39,577,248,20,264,6055,2664,8717
102021045,64,772,831,1113,197,1310,700,47,748,622,22,646,332,12,340,182,5,186,2999,1051,4052
102021046,41,1300,1345,1254,210,1469,485,46,530,476,28,502,192,13,204,102,7,108,2549,1608,4157
102021047,71,1209,1279,1808,196,2000,899,48,949,979,36,1006,423,10,431,208,6,207,4382,1499,5885
102021048,87,2711,2801,2607,482,3091,1253,117,1367,975,59,1038,460,26,488,294,15,307,5673,3417,9095
102021049,14,129,142,344,44,387,176,12,188,163,12,170,98,5,107,99,4,107,895,202,1101
102021050,62,1512,1571,1689,270,1957,526,20,551,491,23,512,186,12,196,91,5,93,3051,1835,4886
102021051,22,315,333,557,61,615,264,17,282,294,14,309,133,8,142,74,0,82,1349,414,1763
102021052,35,568,597,899,113,1013,372,18,386,333,18,344,151,11,160,69,4,73,1851,721,2574
102021053,94,2722,2818,2178,480,2659,803,93,900,616,54,671,255,20,271,121,11,124,4062,3377,7447
102021054,58,1552,1602,1281,221,1502,534,46,580,407,37,441,167,12,184,87,7,95,2523,1873,4401
102021055,22,393,420,542,78,622,326,12,339,321,12,335,146,6,157,57,9,68,1418,510,1928
102021056,83,978,1060,1673,181,1856,1147,81,1230,1314,46,1360,656,35,688,335,11,345,5215,1335,6550
102021057,32,1060,1094,1031,229,1267,499,60,560,429,30,463,202,24,216,113,12,127,2311,1414,3724
103011059,73,860,931,1324,154,1478,653,46,697,711,32,744,339,24,358,177,8,180,3273,1120,4396
103011060,45,529,575,833,139,974,318,26,344,317,22,338,186,12,198,106,12,115,1814,740,2556
103011061,29,648,673,661,137,793,198,41,239,181,20,198,82,23,112,52,3,57,1203,878,2074
103011612,74,1999,2073,1208,308,1517,466,93,558,304,24,330,126,14,140,63,6,66,2240,2450,4684
103011613,92,1239,1331,1657,224,1880,789,73,857,805,34,835,362,20,385,170,9,180,3867,1589,5460
103021062,28,816,848,730,164,895,300,44,342,246,29,268,149,24,177,79,13,85,1530,1090,2620
103021063,58,1357,1417,1200,190,1384,477,38,514,348,30,380,190,22,212,105,7,115,2373,1638,4013
103021064,42,664,707,822,183,1004,264,49,314,199,39,233,112,15,125,65,4,69,1500,949,2446
103021065,71,1312,1381,1262,225,1491,441,55,496,407,54,456,225,17,240,130,10,141,2539,1671,4214
103021066,20,542,561,543,77,624,168,18,189,135,8,144,60,0,56,39,0,39,963,649,1609
103021067,67,1407,1472,1270,179,1448,532,59,601,467,37,502,287,17,312,129,12,144,2762,1714,4479
103021068,20,411,429,381,84,470,147,23,171,133,16,149,74,8,80,44,4,47,798,549,1348
103021069,40,810,855,712,136,848,278,25,303,211,24,239,129,10,140,59,3,61,1428,1011,2445
103031070,54,2063,2122,1559,243,1805,581,60,637,520,29,546,213,14,223,117,6,127,3038,2415,5458
103031071,51,911,962,1119,223,1336,437,44,483,350,32,383,184,18,206,104,7,118,2243,1240,3484
103031072,79,1386,1463,1424,250,1671,700,71,773,627,49,677,298,18,317,134,13,144,3267,1784,5051
103031073,21,597,622,508,115,618,126,26,151,117,15,135,64,6,68,28,4,34,863,768,1629
103031074,61,1136,1205,1357,285,1638,480,55,533,509,52,565,289,32,323,160,7,163,2855,1566,4424
103031075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103041076,56,756,817,930,129,1053,412,36,447,331,14,345,193,16,212,95,4,102,2014,955,2977
103041077,101,2934,3036,2183,417,2602,922,147,1071,771,49,819,396,37,431,178,16,197,4556,3604,8157
103041078,99,1860,1959,2395,355,2743,1236,98,1334,1286,64,1353,665,33,693,314,18,326,5994,2419,8412
103041079,64,925,984,1465,178,1645,607,49,652,561,43,606,358,20,376,172,13,185,3222,1230,4453
104011080,105,2599,2712,2364,454,2818,979,102,1088,781,56,838,399,31,431,225,21,247,4861,3271,8137
104011081,95,1442,1533,2214,449,2661,822,97,916,625,46,676,318,36,354,225,9,241,4296,2080,6377
104011082,120,2251,2373,2946,789,3731,756,92,846,686,50,729,265,25,289,159,15,168,4924,3215,8140
104021083,44,638,686,700,159,856,327,43,371,306,35,341,118,16,137,82,4,85,1577,896,2470
104021084,113,2386,2498,2197,439,2638,898,110,1006,785,68,850,355,26,378,229,24,253,4582,3047,7629
104021085,57,1612,1673,1307,300,1606,545,77,618,391,31,425,212,6,216,129,0,135,2639,2032,4675
104021086,25,246,276,467,71,541,205,25,232,198,10,208,94,11,107,73,0,75,1069,371,1437
104021087,23,517,542,484,112,598,142,20,164,131,17,149,43,0,47,25,0,24,845,676,1517
104021088,63,662,722,1358,162,1521,567,39,607,565,29,589,262,13,275,115,0,118,2935,900,3835
104021089,107,2170,2278,2491,401,2892,1117,106,1220,942,49,995,444,28,475,265,13,280,5372,2765,8135
104021090,38,620,653,726,245,966,226,27,256,191,26,216,101,6,110,37,0,40,1316,927,2236
104021091,73,1404,1476,1764,472,2241,725,86,810,688,44,731,325,31,353,223,36,257,3794,2068,5859
105011092,22,486,508,310,137,445,156,43,202,111,24,144,65,21,88,64,10,73,739,721,1459
105011093,37,601,640,431,174,603,181,45,220,164,29,194,72,18,91,50,10,63,923,888,1813
105011094,17,497,512,409,138,544,183,31,213,137,25,159,83,20,102,66,13,79,891,720,1607
105011095,31,617,641,531,118,655,228,36,261,182,12,194,121,12,132,47,0,47,1141,798,1942
105011096,32,872,903,515,429,943,195,95,291,146,61,212,80,39,120,77,24,102,1041,1526,2568
105021097,143,2891,3034,2260,481,2737,928,103,1035,690,67,756,272,31,301,146,18,164,4429,3594,8021
105021098,14,363,375,214,153,375,95,37,129,58,28,89,44,12,57,53,16,67,476,616,1093
105031099,42,1074,1111,967,304,1271,340,68,414,255,50,306,162,28,192,101,16,113,1870,1539,3409
105031100,60,977,1041,1094,203,1292,540,85,615,511,50,554,248,29,278,171,23,192,2627,1351,3978
105031101,116,2379,2491,2068,424,2493,1062,147,1212,921,87,1005,460,49,508,211,16,229,4832,3099,7933
105031102,53,959,1012,1064,230,1290,542,73,615,509,50,552,253,31,286,132,20,156,2549,1360,3907
105031103,39,353,387,637,121,755,302,34,334,295,25,321,171,20,191,104,8,108,1541,557,2093
105031104,21,541,562,575,115,691,216,30,252,149,20,175,101,22,124,40,0,42,1110,733,1836
105031105,43,724,768,687,155,843,295,50,340,282,45,324,147,20,168,93,11,105,1540,1009,2549
105031106,39,1021,1052,923,203,1121,372,64,443,298,47,348,173,34,205,115,19,136,1915,1389,3307
106011107,78,820,895,1411,178,1586,769,39,806,739,37,768,371,21,392,174,0,185,3540,1085,4628
106011108,131,2398,2530,2464,394,2854,1249,98,1350,1063,58,1120,504,28,530,284,18,295,5686,2996,8679
106011109,54,576,631,990,180,1170,498,50,546,494,38,526,249,6,259,166,10,172,2445,864,3312
106011110,66,887,955,1247,164,1409,512,39,552,478,23,504,235,5,238,121,4,124,2662,1122,3788
106011111,111,1871,1979,2231,301,2531,1281,85,1361,1076,52,1125,499,30,526,298,9,310,5494,2341,7833
106011112,118,1613,1730,1752,253,2009,896,73,970,905,48,950,455,16,469,221,4,224,4345,2007,6356
106011113,29,339,365,562,97,660,286,31,320,281,34,310,141,13,154,101,3,108,1398,519,1918
106021114,56,760,820,902,111,1016,486,38,526,515,23,539,221,4,225,97,3,106,2285,947,3232
106021116,41,488,532,916,70,983,489,21,506,610,20,627,260,6,264,105,3,109,2415,613,3029
106021614,92,1874,1962,2021,253,2276,1077,67,1150,982,39,1023,424,19,450,212,5,214,4808,2262,7067
106021615,106,1191,1304,1825,201,2028,1072,63,1138,1063,46,1104,495,25,517,225,14,235,4782,1536,6317
106021616,36,809,845,923,140,1063,514,42,557,376,18,396,172,15,188,103,3,109,2133,1025,3161
106021617,63,1189,1254,1357,145,1501,573,33,616,495,26,523,210,10,217,107,3,110,2811,1406,4214
106021618,84,669,750,1656,172,1828,999,49,1049,1132,34,1163,430,6,442,194,9,201,4502,935,5433
106031119,30,690,719,1000,137,1139,302,23,323,276,14,289,132,7,141,70,10,78,1816,880,2696
106031120,40,766,801,1041,177,1214,364,33,396,270,13,275,119,8,128,91,4,93,1922,988,2908
106031121,154,2785,2945,3630,489,4118,997,92,1085,897,57,953,360,20,381,173,15,185,6216,3454,9667
106031122,83,1722,1800,1625,272,1899,828,81,900,681,47,727,317,17,340,201,8,213,3735,2145,5879
106031123,21,204,234,595,48,650,322,10,330,338,9,347,180,3,187,109,9,117,1575,288,1857
106031124,38,779,814,1362,182,1544,191,26,213,129,20,145,58,10,72,27,0,28,1799,1020,2817
106031125,79,994,1070,1712,196,1912,828,41,867,816,27,848,420,12,434,237,7,243,4092,1276,5371
106041126,82,1493,1582,1282,232,1511,639,54,696,615,35,653,282,16,296,170,13,180,3066,1851,4915
106041127,24,393,419,485,75,562,208,14,225,190,20,208,107,8,106,55,3,56,1061,515,1578
106041128,29,711,743,734,115,851,326,30,356,297,16,310,170,7,172,47,4,47,1594,881,2479
106041129,55,964,1014,1092,211,1303,381,46,427,377,26,404,177,8,193,82,9,88,2164,1259,3427
107011131,100,2261,2358,2971,311,3288,1451,67,1520,1350,62,1407,559,30,586,266,8,270,6694,2741,9430
107011132,44,463,511,1127,69,1196,748,32,781,864,24,886,411,13,419,174,6,179,3362,602,3968
107011133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107011134,48,1112,1158,1633,153,1786,915,41,956,1019,27,1050,372,4,379,178,3,181,4168,1343,5509
107011545,52,1369,1421,1481,235,1719,774,70,846,710,39,748,357,25,386,250,11,257,3619,1746,5373
107011546,49,1327,1375,1065,196,1255,519,58,571,444,24,468,197,13,212,140,7,149,2404,1623,4036
107011547,22,750,769,520,93,613,236,14,251,192,12,205,76,0,78,32,0,40,1083,869,1958
107021135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107031136,94,907,1005,2000,138,2140,1191,48,1241,1311,30,1343,534,15,547,242,15,253,5374,1156,6526
107031137,38,640,673,851,111,958,396,28,425,320,22,341,152,9,167,96,4,100,1855,815,2668
107031138,48,989,1037,1392,171,1564,444,35,475,408,12,421,143,9,149,74,5,73,2510,1218,3734
107031139,33,365,396,759,71,826,304,18,321,376,17,391,189,8,198,61,3,58,1715,479,2189
107031140,42,617,661,1089,183,1269,371,29,397,429,24,457,217,9,231,85,4,94,2237,868,3103
107031141,79,1081,1160,2112,190,2298,1085,42,1123,1410,56,1465,508,16,528,226,6,229,5420,1386,6807
107031142,29,959,988,1363,163,1521,621,33,652,523,35,565,260,7,273,113,6,118,2907,1208,4114
107031143,97,2393,2492,2541,365,2907,1208,93,1294,935,62,995,434,24,461,238,19,259,5459,2943,8399
107041144,106,2329,2433,2400,381,2783,1190,163,1353,1175,97,1266,439,32,471,203,19,221,5503,3021,8523
107041145,85,2079,2161,1968,330,2296,909,79,988,857,37,893,311,10,321,133,10,141,4268,2542,6812
107041146,74,1784,1860,2111,290,2400,1157,137,1294,1407,108,1511,573,44,615,234,27,263,5555,2388,7946
107041147,42,442,485,869,77,946,555,25,575,687,13,698,267,5,274,99,0,98,2512,555,3068
107041148,59,810,867,1348,140,1487,650,54,707,820,33,850,328,5,334,108,8,112,3310,1044,4359
107041150,84,1927,2014,2179,204,2375,1168,72,1242,1388,39,1427,552,14,571,169,9,179,5545,2267,7801
107041548,86,3223,3309,2617,771,3396,644,240,886,352,64,418,110,23,134,54,6,62,3870,4331,8198
107041549,85,2041,2129,1774,544,2317,871,214,1086,717,128,845,322,40,364,137,20,157,3900,2997,6894
108011151,22,556,578,704,137,846,269,34,303,206,33,239,116,10,126,62,9,68,1377,783,2159
108011152,89,2336,2426,2423,414,2833,662,84,743,537,31,569,219,19,235,102,6,109,4031,2890,6919
108011153,60,775,830,1075,282,1358,301,43,347,279,29,309,143,28,166,79,9,87,1929,1163,3092
108011154,40,1229,1267,1107,198,1296,262,23,281,179,13,190,77,0,79,40,0,40,1697,1463,3162
108021155,59,1606,1666,1672,306,1973,745,68,818,582,66,646,335,33,366,255,30,279,3644,2104,5745
108021156,49,1077,1121,1227,374,1601,505,71,575,378,42,412,165,30,195,133,10,148,2453,1603,4058
108021157,37,632,668,702,169,875,275,37,308,207,9,216,97,6,110,60,8,64,1387,859,2247
108021158,30,1403,1429,1004,287,1287,332,37,365,210,24,235,108,9,118,62,14,76,1736,1771,3508
108021159,36,858,896,1098,258,1348,357,36,397,349,23,377,184,23,208,117,6,125,2139,1210,3348
108021160,33,749,776,1029,301,1324,241,30,272,197,15,211,77,7,89,50,11,53,1624,1110,2736
108031161,8,64,67,50,18,76,23,0,29,15,7,19,4,0,4,3,0,3,109,95,193
108041162,89,2263,2351,3275,445,3718,848,61,911,702,37,733,328,7,341,160,4,169,5399,2821,8221
108041164,93,2922,3015,3001,466,3468,1043,129,1171,837,66,901,360,21,381,187,17,202,5516,3622,9136
108041165,33,446,480,697,143,839,256,24,284,226,27,250,107,11,122,98,4,101,1418,653,2073
108041166,48,1059,1107,1611,178,1791,663,44,709,638,36,671,334,21,355,188,4,196,3477,1344,4822
108041619,81,1724,1800,1610,374,1985,560,83,641,532,29,561,222,15,237,101,8,106,3105,2233,5338
108041620,94,1797,1900,2485,271,2763,870,72,942,889,25,914,381,9,386,150,6,158,4874,2178,7054
108051167,40,714,754,843,147,987,262,25,288,180,15,194,111,5,110,49,9,60,1475,916,2391
108051168,83,1337,1418,2041,305,2346,564,55,616,537,30,566,222,19,241,128,15,140,3565,1761,5328
108051169,106,2870,2975,2620,433,3055,1042,121,1163,829,72,900,399,52,450,269,22,293,5264,3571,8834
108051170,88,1403,1486,2183,352,2535,637,54,690,434,43,478,236,28,266,163,16,182,3739,1895,5634
108051171,34,681,716,698,104,805,263,24,288,226,10,230,120,11,133,78,0,76,1419,826,2244
109011172,91,1643,1727,2054,276,2322,973,100,1073,1024,48,1077,449,17,471,157,13,166,4746,2091,6843
109011173,60,1385,1447,1267,256,1522,566,81,648,489,36,521,188,9,199,101,10,112,2666,1778,4449
109011174,70,1798,1867,1409,251,1661,486,67,558,408,34,441,184,6,189,46,9,57,2604,2163,4771
109011175,80,1114,1192,1524,217,1743,556,52,605,558,48,608,344,33,377,187,9,200,3244,1476,4717
109011176,106,2404,2513,1872,358,2229,777,93,867,664,49,713,296,22,325,189,13,205,3904,2946,6848
109021177,27,430,451,392,90,473,148,20,163,104,22,122,51,3,50,27,4,27,735,562,1292
109021178,38,668,705,796,149,940,308,48,358,303,31,340,152,25,174,67,10,79,1659,937,2602
109021179,20,378,398,412,121,538,135,42,180,129,35,165,77,11,90,54,5,55,836,592,1423
109031180,36,898,935,878,115,993,225,17,241,223,5,227,88,5,91,45,6,48,1491,1043,2538
109031181,52,851,898,1079,182,1259,304,41,347,292,33,321,148,24,166,63,5,67,1939,1125,3063
109031182,51,1126,1175,973,161,1134,297,47,343,289,22,308,121,14,138,59,8,63,1780,1382,3163
109031183,40,815,857,955,189,1140,260,25,282,274,32,303,155,10,171,85,9,94,1767,1084,2853
109031184,35,732,766,1036,119,1159,310,19,334,306,14,324,175,6,179,45,3,53,1916,901,2813
109031185,71,1313,1384,1396,258,1654,429,48,478,348,46,396,187,23,213,79,6,86,2517,1691,4209
110011186,126,3047,3173,2655,502,3161,1082,170,1250,960,94,1053,414,30,447,274,13,284,5517,3853,9375
110011187,18,534,552,552,124,676,185,46,228,187,25,214,101,15,121,55,8,60,1098,752,1850
110011188,27,618,643,843,111,956,297,22,319,275,11,290,129,4,134,69,8,72,1638,770,2411
110011189,23,400,424,487,74,563,124,23,146,111,17,127,65,11,73,28,6,28,841,524,1365
110021190,55,1397,1450,1274,253,1524,370,58,427,312,42,354,165,17,181,65,6,69,2243,1772,4015
110021191,64,1515,1583,1501,269,1770,640,86,732,493,57,557,239,31,271,134,11,144,3078,1975,5051
110021192,28,532,561,649,162,815,235,47,280,168,20,197,104,13,120,84,11,89,1279,786,2058
110021193,39,655,693,806,175,981,238,31,273,221,18,235,117,16,135,76,14,83,1499,901,2400
110021194,45,1117,1160,1058,247,1306,287,55,341,221,31,248,101,13,118,59,6,61,1772,1462,3233
110031195,39,1066,1107,801,328,1134,363,103,462,304,63,363,157,39,196,90,24,109,1758,1617,3374
110031196,26,552,579,455,241,697,190,73,261,200,86,285,121,41,165,89,23,104,1077,1016,2090
110031197,47,845,897,833,170,1004,351,39,384,290,29,315,168,25,188,78,10,85,1762,1120,2879
110031198,24,465,498,482,151,636,234,50,280,157,34,190,114,19,133,72,19,87,1087,734,1821
110041199,60,1219,1274,1049,228,1282,468,57,525,464,50,511,252,22,275,112,9,120,2405,1581,3988
110041200,13,414,426,539,128,670,215,30,246,195,22,218,117,7,128,50,8,62,1137,606,1737
110041201,37,981,1017,949,235,1179,357,59,407,310,32,343,168,25,190,79,8,82,1892,1332,3222
110041202,128,2550,2675,2537,411,2954,1181,134,1318,980,82,1067,432,51,480,241,19,259,5504,3250,8755
110041203,90,2240,2327,1884,354,2236,837,92,930,730,52,778,352,29,377,194,11,203,4083,2773,6857
110041204,23,503,527,543,137,682,301,39,333,289,50,335,158,30,192,100,22,123,1414,779,2192
110041205,118,1805,1922,2375,374,2748,942,77,1016,983,52,1039,474,28,503,229,12,234,5123,2341,7463
111011206,104,1826,1934,2293,250,2544,1000,50,1049,1015,33,1051,390,8,400,171,8,177,4978,2179,7157
111011207,30,788,817,796,119,916,333,19,356,279,8,285,99,5,99,37,0,39,1573,941,2514
111011208,145,2458,2602,2925,392,3318,1446,127,1571,1565,53,1619,563,27,591,207,8,216,6857,3061,9926
111011209,129,2143,2273,2842,353,3197,1490,92,1582,1513,45,1558,556,25,577,239,6,239,6763,2667,9430
111011210,52,1165,1211,1080,190,1272,555,47,603,438,23,462,177,23,199,112,12,122,2416,1466,3878
111011211,22,493,510,381,44,423,173,16,191,214,3,221,106,0,111,29,0,29,925,559,1486
111011212,58,1311,1377,1773,211,1983,701,36,735,652,17,662,292,9,303,94,4,101,3578,1594,5169
111011213,62,786,845,1543,77,1629,649,18,669,901,13,915,361,5,369,103,0,107,3627,901,4524
111011214,89,1625,1711,1986,206,2191,793,52,848,833,23,855,302,9,310,120,9,123,4121,1917,6038
111021215,50,966,1014,1179,154,1336,594,50,648,523,21,542,207,11,215,111,3,114,2659,1203,3865
111021216,40,800,837,1322,166,1485,599,33,635,472,12,487,211,7,212,115,10,119,2760,1029,3788
111021217,78,1023,1099,1594,172,1772,969,62,1031,1149,30,1179,442,11,452,194,5,201,4430,1301,5730
111021218,87,1832,1917,2152,329,2478,937,62,994,826,37,857,400,19,423,281,7,288,4673,2280,6948
111021219,82,1607,1690,1959,200,2157,731,31,766,657,29,686,255,10,268,155,11,170,3841,1890,5734
111021220,53,780,836,1459,137,1599,533,32,566,469,20,489,184,10,196,90,6,98,2797,985,3783
111021221,50,464,513,821,100,920,462,23,482,448,15,465,169,9,173,92,0,94,2044,610,2647
111031222,117,1470,1584,1795,273,2071,923,105,1025,1095,52,1140,410,9,422,118,0,121,4460,1909,6370
111031223,48,935,985,1040,155,1190,506,38,541,387,26,410,192,13,206,112,3,116,2283,1158,3441
111031224,80,1999,2076,1437,388,1825,637,177,809,579,72,650,204,19,228,56,8,69,2988,2666,5658
111031225,131,1963,2095,1915,298,2210,949,89,1032,1092,50,1140,370,10,377,119,12,133,4563,2423,6989
111031226,67,735,803,1489,164,1652,1005,70,1074,1196,45,1244,504,20,522,203,0,207,4469,1036,5511
111031227,90,2122,2211,1818,433,2256,888,146,1036,661,44,709,247,27,273,91,8,98,3802,2775,6579
111031228,93,1540,1637,1609,294,1904,709,154,860,820,67,890,366,14,380,98,6,99,3695,2081,5769
111031229,115,2679,2787,1871,591,2464,527,157,687,362,41,408,111,11,130,29,8,37,3018,3495,6509
111031230,0,10,11,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,7,11,17
111031231,54,1346,1404,1153,350,1504,534,196,729,368,110,476,174,52,230,134,37,169,2419,2086,4511
111031232,52,1112,1168,1256,199,1452,426,25,453,419,25,437,181,5,185,79,3,80,2412,1368,3779
111031233,114,2374,2491,2467,400,2869,1275,148,1421,960,57,1016,410,25,436,186,11,202,5417,3022,8432
111031234,76,1560,1638,1447,361,1808,656,151,805,568,51,626,186,25,217,90,22,108,3028,2169,5194
111031235,72,1264,1332,1217,335,1553,499,143,639,375,55,428,95,6,102,35,5,40,2288,1813,4104
112011236,117,3126,3241,2758,491,3252,874,118,990,718,45,764,266,28,296,117,13,124,4850,3825,8673
112011237,93,1599,1696,2336,348,2683,1023,68,1087,929,44,968,433,23,458,231,17,246,5046,2093,7140
112011238,43,467,508,677,229,908,380,74,454,351,66,420,151,22,175,97,10,107,1701,876,2576
112011239,75,1051,1119,995,417,1412,495,114,607,450,58,498,163,22,182,69,13,79,2238,1667,3906
112011240,62,1265,1328,1066,483,1549,501,197,700,445,142,588,176,56,229,65,19,87,2306,2170,4476
112011241,36,765,806,813,289,1103,251,40,293,224,25,251,104,12,116,52,7,58,1475,1144,2622
112011242,60,698,750,1125,225,1345,499,67,558,548,43,591,213,11,223,99,0,97,2529,1038,3570
112011243,53,947,1000,835,312,1147,465,136,601,366,73,439,177,46,218,113,22,134,2004,1532,3537
112021244,62,1571,1635,1513,258,1764,588,65,658,503,44,544,280,34,314,165,28,193,3107,1998,5102
112021245,38,692,732,933,213,1148,325,49,376,273,44,316,162,25,182,125,15,142,1851,1034,2887
112021246,71,1669,1737,1644,249,1889,730,89,815,622,22,646,267,25,290,181,13,193,3506,2067,5575
112021247,64,1038,1099,1040,241,1275,340,53,387,275,27,300,151,18,174,85,7,94,1948,1384,3332
112021248,88,2421,2512,1674,444,2114,771,124,894,592,67,663,268,30,297,156,18,168,3551,3093,6649
112021249,100,1406,1508,1955,444,2395,824,126,949,742,90,830,343,33,367,207,28,234,4165,2122,6284
112031250,79,1665,1743,1835,408,2243,704,87,783,786,50,838,356,18,371,134,7,142,3892,2226,6124
112031251,60,1213,1280,1120,201,1321,493,41,536,425,26,450,208,14,220,110,3,117,2418,1504,3921
112031252,54,871,928,1220,293,1509,491,86,574,468,51,520,242,31,275,145,16,160,2619,1349,3964
112031253,72,1256,1334,1651,322,1971,697,94,788,836,70,902,315,19,338,139,7,148,3706,1768,5473
