SA3_CODE_2021,M_15_19_Prov_unpaid_assist,M_15_19_No_unpaid_assist_prov,M_15_19_yr_Unpaid_assist_ns,M_15_19_Overseas_visitors,M_15_19_years_Total,M_20_24_Prov_unpaid_assist,M_20_24_No_unpaid_assist_prov,M_20_24_yr_Unpaid_assist_ns,M_20_24_Overseas_visitors,M_20_24_years_Total,M_25_34_Prov_unpaid_assist,M_25_34_No_unpaid_assist_prov,M_25_34_yr_Unpaid_assist_ns,M_25_34_Overseas_visitors,M_25_34_years_Total,M_35_44_Prov_unpaid_assist,M_35_44_No_unpaid_assist_prov,M_35_44_yr_Unpaid_assist_ns,M_35_44_Overseas_visitors,M_35_44_years_Total,M_45_54_Prov_unpaid_assist,M_45_54_No_unpaid_assist_prov,M_45_54_Unpaid_assist_ns,M_45_54_Overseas_visitors,M_45_54_years_Total,M_55_64_Prov_unpaid_assist,M_55_64_No_unpaid_assist_prov,M_55_64_yr_Unpaid_assist_ns,M_55_64_Overseas_visitors,M_55_64_years_Total,M_65_74_Prov_unpaid_assist,M_65_74_No_unpaid_assist_prov,M_65_74_yr_Unpaid_assist_ns,M_65_74_Overseas_visitors,M_65_74_years_Total,M_75_84_Prov_unpaid_assist,M_75_84_No_unpaid_assist_prov,M_75_84_yr_Unpaid_assist_ns,M_75_84_Overseas_visitors,M_75_84_years_Total,M_85_over_Prov_unpaid_assist,M_85ovr_No_unpaid_assist_prov,M_85ovr_over_Unpaid_assist_ns,M_85over_Overseas_visitors,M_85_yr_and_over_Total,M_Tot_Prov_unpaid_assist,M_Tot_No_unpaid_assist_prov,M_Tot_Unpaid_assist_ns,M_Total_Overseas_visitors,M_Total_Total,F_15_19_Prov_unpaid_assist,F_15_19_No_unpaid_assist_prov,F_15_19_yr_Unpaid_assist_ns,F_15_19_Overseas_visitors,F_15_19_years_Total,F_20_24_Prov_unpaid_assist,F_20_24_No_unpaid_assist_prov,F_20_24_yr_Unpaid_assist_ns,F_20_24_Overseas_visitors,F_20_24_years_Total,F_25_34_Prov_unpaid_assist,F_25_34_No_unpaid_assist_prov,F_25_34_yr_Unpaid_assist_ns,F_25_34_Overseas_visitors,F_25_34_years_Total,F_35_44_Prov_unpaid_assist,F_35_44_No_unpaid_assist_prov,F_35_44_yr_Unpaid_assist_ns,F_35_44_Overseas_visitors,F_35_44_years_Total,F_45_54_Prov_unpaid_assist,F_45_54_No_unpaid_assist_prov,F_45_54_Unpaid_assist_ns,F_45_54_Overseas_visitors,F_45_54_years_Total,F_55_64_Prov_unpaid_assist,F_55_64_No_unpaid_assist_prov,F_55_64_yr_Unpaid_assist_ns,F_55_64_Overseas_visitors,F_55_64_years_Total,F_65_74_Prov_unpaid_assist,F_65_74_No_unpaid_assist_prov,F_65_74_yr_Unpaid_assist_ns,F_65_74_Overseas_visitors,F_65_74_years_Total,F_75_84_Prov_unpaid_assist,F_75_84_No_unpaid_assist_prov,F_75_84_yr_Unpaid_assist_ns,F_75_84_Overseas_visitors,F_75_84_years_Total,F_85_over_Prov_unpaid_assist,F_85ovr_No_unpaid_assist_prov,F_85ovr_over_Unpaid_assist_ns,F_85over_Overseas_visitors,F_85_yr_and_over_Total,F_Tot_Prov_unpaid_assist,F_Tot_No_unpaid_assist_prov,F_Tot_Unpaid_assist_ns,F_Total_Overseas_visitors,F_Total_Total,P_15_19_Prov_unpaid_assist,P_15_19_No_unpaid_assist_prov,P_15_19_yr_Unpaid_assist_ns,P_15_19_Overseas_visitors,P_15_19_years_Total,P_20_24_Prov_unpaid_assist,P_20_24_No_unpaid_assist_prov,P_20_24_yr_Unpaid_assist_ns,P_20_24_Overseas_visitors,P_20_24_years_Total,P_25_34_Prov_unpaid_assist,P_25_34_No_unpaid_assist_prov,P_25_34_yr_Unpaid_assist_ns,P_25_34_Overseas_visitors,P_25_34_years_Total,P_35_44_Prov_unpaid_assist,P_35_44_No_unpaid_assist_prov,P_35_44_yr_Unpaid_assist_ns,P_35_44_Overseas_visitors,P_35_44_years_Total,P_45_54_Prov_unpaid_assist,P_45_54_No_unpaid_assist_prov,P_45_54_Unpaid_assist_ns,P_45_54_Overseas_visitors,P_45_54_years_Total,P_55_64_Prov_unpaid_assist,P_55_64_No_unpaid_assist_prov,P_55_64_yr_Unpaid_assist_ns,P_55_64_Overseas_visitors,P_55_64_years_Total,P_65_74_Prov_unpaid_assist,P_65_74_No_unpaid_assist_prov,P_65_74_yr_Unpaid_assist_ns,P_65_74_Overseas_visitors,P_65_74_years_Total,P_75_84_Prov_unpaid_assist,P_75_84_No_unpaid_assist_prov,P_75_84_yr_Unpaid_assist_ns,P_75_84_Overseas_visitors,P_75_84_years_Total,P_85_over_Prov_unpaid_assist,P_85ovr_No_unpaid_assist_prov,P_85ovr_over_Unpaid_assist_ns,P_85over_Overseas_visitors,P_85_yr_and_over_Total,P_Tot_Prov_unpaid_assist,P_Tot_No_unpaid_assist_prov,P_Tot_Unpaid_assist_ns,P_Total_Overseas_visitors,P_Total_Total
10102,72,1674,98,0,1840,93,1635,107,0,1834,220,4073,333,0,4632,494,3831,256,3,4581,588,3813,235,4,4640,650,3295,294,4,4244,335,2207,171,9,2719,129,1002,68,0,1198,40,251,30,0,319,2621,21772,1597,28,26020,89,1509,87,0,1689,115,1450,91,0,1655,411,4140,280,0,4841,652,3725,240,6,4623,898,3614,211,8,4726,861,2885,206,13,3966,444,2020,147,9,2618,195,1034,93,0,1328,24,378,52,0,449,3691,20759,1411,40,25901,161,3181,188,0,3532,203,3086,199,5,3494,638,8217,615,3,9473,1144,7556,494,8,9210,1484,7430,439,11,9366,1513,6182,501,19,8212,782,4230,318,14,5344,327,2038,167,0,2526,65,619,84,0,771,6312,42533,3005,65,51922
10103,33,711,86,5,834,33,800,111,8,956,78,1589,279,51,2000,118,1175,250,12,1562,219,1439,235,10,1903,246,1577,223,3,2049,132,1219,165,0,1517,56,570,83,0,715,17,168,20,0,203,942,9250,1458,88,11733,31,681,71,3,786,34,826,82,17,962,122,1415,182,42,1762,210,1109,137,3,1455,310,1305,154,5,1770,337,1290,157,5,1785,167,961,109,0,1244,78,532,71,0,678,10,233,34,0,275,1300,8350,995,67,10713,67,1392,153,8,1614,66,1628,200,28,1916,203,3008,460,88,3763,334,2283,387,15,3018,526,2741,390,12,3673,585,2863,374,4,3836,304,2183,271,0,2758,137,1104,149,0,1392,26,393,53,4,481,2246,17603,2450,155,22451
10104,95,1660,248,3,2005,88,1205,134,5,1432,244,2626,278,13,3167,365,2735,260,4,3371,563,3490,389,5,4441,963,4877,464,8,6312,806,5798,476,6,7085,371,2828,304,4,3501,107,807,137,0,1054,3604,26013,2700,40,32360,109,1434,194,4,1740,109,1089,118,3,1314,368,2658,261,10,3297,636,2756,302,4,3705,1038,3453,349,0,4839,1538,5137,441,9,7121,1086,5423,419,6,6938,425,2857,343,3,3626,75,1232,241,0,1550,5390,26044,2672,37,34141,205,3092,444,6,3746,196,2295,251,5,2747,613,5283,541,21,6463,1005,5489,570,10,7077,1602,6939,735,3,9282,2500,10018,907,12,13438,1888,11221,897,11,14016,794,5684,651,3,7131,186,2036,381,0,2600,8987,52058,5373,80,66497
10105,67,956,113,3,1140,57,986,123,4,1178,179,1919,339,6,2448,258,1681,254,0,2194,338,1788,262,0,2387,410,2147,217,0,2778,275,1866,176,3,2324,137,1012,106,0,1259,38,313,48,0,403,1775,12672,1634,18,16104,70,863,82,0,1021,74,825,55,0,952,280,1869,164,3,2314,407,1639,165,0,2214,534,1745,139,0,2422,576,1932,166,0,2681,384,1830,171,4,2389,155,1095,119,0,1370,28,534,56,0,629,2513,12342,1121,14,15991,143,1817,199,4,2161,135,1810,182,3,2126,463,3787,499,12,4762,659,3323,414,3,4397,876,3536,399,7,4810,983,4085,389,3,5462,663,3696,348,6,4718,291,2106,230,0,2629,70,855,102,0,1029,4287,25014,2759,36,32091
10106,57,1044,101,0,1208,52,746,78,0,872,136,1528,185,5,1858,227,1640,152,0,2032,345,2015,232,0,2592,388,2069,216,5,2679,283,1801,172,0,2261,117,1009,117,0,1236,21,280,36,0,337,1641,12136,1283,14,15073,64,988,72,0,1126,79,752,61,0,885,245,1579,140,5,1973,395,1778,153,3,2329,594,1934,156,0,2686,591,1817,180,3,2596,422,1715,158,0,2297,149,993,125,0,1270,31,462,57,0,542,2565,12019,1104,13,15702,129,2038,181,0,2333,132,1495,137,0,1762,382,3108,320,10,3830,621,3421,308,6,4360,940,3948,385,0,5273,985,3890,397,10,5272,704,3521,331,0,4554,262,1995,243,0,2503,52,741,95,0,879,4208,24149,2390,32,30776
10201,208,4831,266,0,5308,242,4114,230,10,4601,557,7889,566,15,9022,1027,8866,483,16,10387,1455,9334,546,13,11354,1629,8986,508,13,11135,1126,8190,498,13,9827,670,5143,465,12,6279,178,1578,353,0,2112,7100,58921,3909,93,70024,232,4504,233,3,4971,301,3963,226,0,4492,866,7952,491,6,9322,1759,9041,561,11,11371,2434,9115,476,22,12047,2755,9250,496,21,12525,1813,9097,567,17,11498,746,5853,663,3,7264,162,2715,760,4,3641,11078,61492,4469,94,77133,444,9334,495,3,10277,550,8078,455,10,9091,1427,15845,1057,24,18349,2784,17908,1045,27,21761,3892,18450,1021,34,23397,4384,18236,999,33,23657,2943,17290,1061,33,21329,1415,10985,1125,16,13548,345,4289,1110,6,5748,18171,120411,8376,190,147156
10202,264,4635,340,4,5242,291,4220,269,3,4787,670,8237,602,0,9510,969,7842,635,6,9454,1303,8073,586,12,9964,1421,8091,443,8,9963,995,7405,480,11,8898,635,4366,515,4,5524,147,1309,337,0,1796,6692,54180,4204,63,65136,276,4238,307,4,4819,352,3997,277,0,4629,1142,8468,645,11,10267,1838,7723,572,5,10136,2312,7953,516,9,10789,2385,8168,468,20,11043,1558,8002,582,15,10159,680,5105,724,0,6510,116,2134,711,0,2957,10651,55794,4801,61,71314,540,8867,648,7,10063,644,8218,548,3,9409,1810,16710,1245,13,19776,2801,15565,1205,10,19593,3610,16027,1104,15,20757,3807,16260,910,27,21007,2557,15412,1066,24,19052,1315,9468,1240,5,12034,262,3447,1044,5,4757,17344,109975,9002,121,136448
10301,78,1517,144,0,1742,75,1354,263,3,1690,195,2507,565,3,3273,276,2242,499,7,3023,427,2279,333,3,3039,453,2338,232,0,3034,295,2138,184,4,2625,166,1123,124,4,1414,49,331,40,0,416,2007,15843,2379,27,20255,77,1396,95,0,1564,104,1295,93,4,1493,319,2524,178,0,3018,461,2151,176,3,2792,706,2225,194,11,3129,713,2187,142,3,3049,408,2058,163,0,2632,183,1190,121,3,1496,27,649,65,0,742,2994,15677,1222,20,19913,159,2913,238,0,3309,180,2648,353,6,3185,511,5034,740,6,6296,730,4393,680,10,5817,1125,4505,522,11,6172,1171,4530,378,6,6088,705,4202,342,4,5257,347,2316,244,3,2910,74,979,100,0,1153,5002,31520,3598,52,40171
10302,68,1388,206,0,1656,61,1171,150,4,1392,198,2411,292,4,2907,305,2244,309,9,2868,444,2468,323,0,3229,563,3002,367,4,3933,427,2836,293,0,3556,206,1636,213,3,2054,66,525,80,0,673,2336,17686,2228,26,22281,92,1226,180,0,1499,106,1092,129,7,1331,348,2347,272,5,2969,561,2060,280,0,2899,719,2315,266,3,3308,846,2571,287,4,3706,578,2558,233,0,3372,226,1744,215,0,2185,50,877,131,0,1063,3526,16794,1991,21,22331,156,2617,377,0,3156,171,2265,284,3,2729,542,4761,563,7,5879,861,4302,592,16,5767,1164,4782,586,7,6539,1407,5576,650,9,7644,1003,5393,527,0,6929,434,3381,427,5,4240,123,1404,209,0,1740,5863,34486,4220,47,44612
10303,63,1215,156,0,1429,68,1007,133,6,1210,181,2228,370,6,2775,271,2080,326,0,2681,410,2423,301,3,3130,495,2689,293,3,3483,325,2487,249,0,3063,158,1429,169,0,1755,40,361,38,0,432,2012,15918,2030,13,19964,78,1042,114,0,1230,66,873,77,5,1015,296,2182,209,3,2692,438,1986,204,3,2632,675,2202,214,0,3091,727,2485,218,0,3431,418,2293,214,0,2925,183,1475,182,0,1845,27,629,88,0,737,2908,15161,1520,13,19605,138,2257,272,0,2668,138,1876,208,3,2224,481,4408,580,10,5467,711,4063,536,3,5307,1090,4622,517,3,6225,1224,5175,514,3,6911,740,4785,464,0,5991,346,2904,344,0,3594,63,986,124,0,1169,4920,31079,3547,28,39568
10304,70,1761,140,0,1978,78,1474,129,6,1686,182,3209,238,6,3635,369,3011,239,6,3625,481,2971,244,6,3703,516,2820,207,9,3549,321,2513,180,0,3009,179,1358,146,0,1682,53,422,63,0,545,2243,19545,1586,38,23413,106,1664,137,0,1908,124,1428,112,0,1665,418,3339,242,11,4004,605,3082,232,0,3923,799,2842,223,9,3875,868,2699,213,3,3781,486,2555,179,4,3222,201,1523,186,5,1913,42,685,132,0,857,3649,19822,1653,26,25149,175,3430,281,3,3885,203,2907,243,4,3350,598,6544,481,12,7635,972,6092,469,7,7549,1287,5811,468,12,7579,1384,5519,418,17,7335,808,5058,355,6,6233,378,2885,333,3,3595,91,1106,198,0,1400,5901,39363,3240,64,48561
10401,81,1222,160,0,1466,65,957,221,9,1255,176,1886,572,30,2664,285,1929,488,13,2714,449,2321,383,0,3157,687,3124,335,0,4152,512,3566,280,5,4361,259,1923,183,0,2364,61,551,72,0,686,2584,17490,2684,60,22818,82,1046,120,0,1248,100,936,106,3,1136,321,1993,264,3,2585,495,1910,271,0,2679,737,2391,258,5,3390,1056,2971,260,0,4285,758,3245,250,0,4258,317,1938,209,0,2459,54,881,142,0,1082,3923,17309,1873,18,23125,163,2268,274,0,2714,163,1892,325,13,2392,498,3880,839,35,5252,779,3844,754,18,5393,1191,4712,639,11,6553,1740,6097,592,4,8437,1270,6811,528,5,8617,575,3856,394,0,4824,119,1432,213,0,1766,6504,34800,4561,77,45946
10402,125,2329,212,0,2669,113,1845,145,28,2123,332,4083,403,55,4874,486,4174,403,22,5090,714,4418,404,23,5556,938,4757,388,8,6102,780,5063,346,9,6199,339,2637,297,9,3281,110,819,169,0,1092,3944,30128,2766,143,36977,141,2288,207,0,2637,139,1741,136,28,2053,576,4207,397,40,5221,902,4331,396,23,5647,1295,4528,356,13,6198,1568,4939,354,21,6886,1086,5001,365,11,6464,444,2884,381,4,3713,78,1244,319,0,1647,6243,31171,2917,137,40466,275,4615,416,0,5306,251,3586,282,54,4174,908,8291,805,89,10099,1387,8503,798,40,10738,2009,8949,766,32,11753,2511,9701,744,33,12988,1870,10063,716,20,12665,786,5521,678,6,6993,190,2063,481,0,2741,10185,61298,5677,279,77445
10501,23,450,156,0,627,36,490,107,3,636,71,1085,285,14,1454,102,865,237,0,1207,153,1022,247,4,1424,232,1280,317,4,1839,114,1109,238,5,1462,59,519,144,0,720,17,123,21,0,170,804,6942,1754,26,9527,26,437,117,0,582,42,437,115,5,598,130,1143,242,5,1525,165,799,248,0,1204,235,904,250,0,1388,310,1049,241,0,1598,152,839,193,0,1178,60,497,153,0,710,18,195,74,0,283,1139,6287,1637,18,9071,52,886,277,0,1210,77,928,224,7,1231,202,2224,528,27,2979,263,1662,484,0,2408,387,1925,503,6,2812,544,2330,561,5,3440,266,1941,428,6,2640,116,1012,298,0,1426,37,319,97,0,452,1937,13233,3387,44,18605
10502,17,472,92,0,578,25,460,77,0,568,77,982,154,3,1213,100,824,136,0,1055,167,921,133,0,1219,220,1159,128,0,1509,135,1118,126,3,1389,64,494,64,0,619,21,161,35,0,220,829,6597,945,7,8374,29,421,65,0,513,21,427,61,0,512,150,1014,142,0,1302,181,821,126,0,1127,228,856,102,0,1187,347,1097,120,4,1559,196,1018,108,0,1317,99,584,117,0,794,20,289,92,0,399,1272,6523,917,9,8721,46,894,155,0,1091,50,893,142,3,1086,229,1995,296,6,2519,283,1644,257,0,2189,395,1780,238,0,2409,574,2256,242,4,3070,330,2137,234,3,2705,158,1079,177,0,1416,40,447,125,0,618,2100,13122,1860,15,17100
10503,118,1812,310,0,2236,99,1553,269,7,1924,278,4016,678,19,4992,374,3185,567,7,4137,544,3113,500,3,4162,637,3413,474,4,4524,390,3103,398,4,3887,225,1754,270,0,2243,66,520,124,0,710,2718,22467,3585,44,28811,106,1703,249,0,2062,131,1643,202,3,1974,547,4057,564,18,5188,736,3126,488,5,4354,900,3045,441,0,4386,1082,3246,416,8,4753,622,2953,377,3,3959,272,1895,325,3,2491,45,847,183,0,1080,4444,22516,3247,38,30249,224,3513,559,0,4301,224,3193,472,11,3898,821,8079,1241,35,10178,1113,6315,1052,14,8489,1440,6152,942,10,8542,1718,6660,893,10,9278,1012,6057,775,7,7841,492,3649,599,3,4738,111,1370,311,0,1792,7157,44980,6830,83,59057
10601,166,2829,276,0,3266,146,2570,373,0,3094,454,5397,884,4,6737,610,4752,748,5,6121,755,4862,580,3,6202,938,4717,439,5,6093,660,3996,329,8,4995,226,1930,207,0,2362,45,526,55,0,627,4001,31587,3890,24,39499,176,2451,211,0,2835,249,2324,153,3,2732,805,5375,352,11,6542,1110,4570,314,8,6002,1372,4544,302,3,6220,1418,4405,254,7,6085,835,3860,220,3,4925,240,2016,186,0,2452,50,924,105,0,1084,6249,30468,2109,41,38867,341,5279,480,0,6104,393,4903,534,3,5828,1262,10776,1237,9,13279,1721,9326,1063,11,12119,2129,9405,882,12,12423,2347,9112,701,12,12174,1495,7857,550,8,9921,472,3954,390,0,4813,94,1453,167,0,1712,10253,62056,5996,60,78369
10602,122,2440,138,3,2704,121,2375,119,0,2621,369,5314,271,6,5958,612,4744,255,6,5616,671,4177,188,6,5041,699,3530,171,3,4400,527,2991,130,5,3658,241,1558,112,0,1914,56,398,72,0,523,3418,27522,1464,33,32444,137,2420,111,0,2670,226,2328,120,0,2672,681,5529,275,8,6499,1100,4644,248,0,5990,1211,4116,154,4,5480,1169,3621,160,10,4964,712,3177,165,0,4065,244,1846,160,7,2255,44,757,136,4,941,5529,28442,1533,33,35540,257,4865,247,3,5372,346,4708,237,6,5294,1049,10841,545,16,12457,1713,9389,506,12,11607,1885,8287,338,9,10523,1870,7151,334,16,9369,1244,6169,297,10,7721,488,3404,274,4,4169,97,1154,211,4,1463,8951,55966,2991,66,67983
10603,111,2044,148,0,2307,101,1625,105,0,1830,250,2911,227,0,3392,434,2997,219,6,3652,618,3634,219,8,4481,757,4356,239,6,5367,675,4584,264,4,5534,386,2745,257,3,3397,79,660,116,0,854,3406,25574,1803,29,30813,118,1800,118,0,2040,138,1452,95,0,1688,415,2868,201,9,3487,797,2988,197,7,3989,1094,3544,207,0,4850,1342,4191,220,4,5760,966,4538,259,0,5764,441,2771,306,0,3509,53,953,213,4,1223,5355,25119,1808,25,32310,230,3849,272,0,4344,239,3077,199,0,3518,660,5783,425,9,6882,1229,5988,415,9,7641,1703,7182,430,11,9333,2104,8548,462,15,11128,1643,9128,520,3,11297,828,5516,559,3,6906,129,1615,337,6,2078,8770,50688,3614,53,63126
10604,29,880,80,0,996,46,681,83,4,813,130,1685,254,15,2085,179,1624,228,10,2041,199,1609,194,0,2002,278,1608,150,0,2034,146,1310,119,4,1578,74,647,86,0,813,24,189,32,0,248,1113,10232,1231,23,12598,54,800,86,0,941,37,685,54,0,779,227,1642,136,6,2011,293,1468,132,0,1902,340,1473,127,0,1936,389,1429,104,3,1921,227,1185,107,6,1516,75,721,76,0,872,10,334,65,0,411,1649,9734,881,21,12280,85,1681,166,0,1937,83,1368,131,7,1592,358,3327,397,17,4093,470,3092,364,8,3935,539,3081,317,0,3940,667,3030,253,3,3956,372,2496,221,6,3092,146,1369,166,0,1684,29,526,98,0,657,2757,19972,2110,42,24884
10701,126,2225,145,0,2495,141,2142,117,0,2407,373,4235,284,0,4897,577,4004,249,0,4836,808,3797,213,0,4819,852,3794,189,4,4836,532,3100,162,4,3798,262,1928,145,0,2335,79,663,90,0,838,3759,25895,1597,12,31257,119,2063,141,0,2321,209,1999,106,0,2317,608,4133,290,0,5033,940,3887,255,4,5092,1137,3651,192,3,4979,1270,3472,180,9,4929,714,3206,175,4,4098,288,2378,181,0,2846,61,1138,184,0,1385,5353,25929,1701,23,33000,249,4287,285,0,4822,353,4142,227,0,4720,981,8367,583,0,9934,1520,7892,505,6,9927,1945,7449,403,3,9798,2121,7264,368,13,9764,1252,6309,331,6,7903,543,4310,325,0,5179,147,1799,272,4,2220,9108,51817,3299,38,64261
10702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5
10703,117,2820,153,0,3096,157,2513,142,3,2818,379,4911,274,3,5570,554,4869,264,3,5694,827,4843,253,10,5925,1061,4843,232,3,6139,728,4359,248,8,5340,367,2375,236,4,2979,111,650,249,0,1012,4307,32187,2049,39,38582,169,2721,137,0,3027,209,2402,132,3,2749,653,5070,291,9,6019,1013,4836,264,9,6122,1355,4853,237,4,6462,1758,4848,216,12,6831,930,4623,244,5,5812,362,2706,274,3,3347,65,1095,290,0,1448,6516,33160,2088,43,41806,288,5544,288,0,6126,369,4923,273,3,5571,1026,9991,563,8,11588,1571,9704,535,8,11814,2184,9699,491,10,12385,2817,9690,445,18,12970,1658,8987,486,14,11151,729,5078,509,9,6327,179,1743,539,0,2459,10822,65350,4136,79,80385
10704,183,3660,221,0,4065,251,4881,328,16,5479,563,8268,484,18,9327,759,7062,408,5,8232,1271,6647,388,12,8317,1476,6109,296,10,7889,791,4994,283,11,6077,427,3017,291,0,3735,134,1018,185,0,1336,5862,45662,2884,68,54468,214,3519,259,7,3994,320,4683,280,7,5298,727,7857,442,17,9046,1220,6962,388,11,8587,1924,6429,322,9,8686,2105,5891,283,10,8290,1157,5302,302,14,6778,473,3523,379,3,4380,90,1687,465,3,2242,8242,45859,3114,82,57295,396,7178,475,6,8059,573,9567,605,19,10775,1288,16124,920,38,18375,1979,14027,793,19,16812,3197,13079,710,21,17004,3584,11996,580,19,16177,1951,10297,584,29,12861,896,6540,675,3,8118,228,2704,647,3,3582,14102,91515,5998,151,111768
10801,40,678,90,0,805,37,492,51,0,575,91,961,85,0,1140,154,1123,94,10,1375,266,1449,154,0,1871,371,2043,175,0,2594,376,2540,229,0,3149,197,1572,169,0,1939,58,478,99,3,638,1577,11350,1152,22,14102,46,627,82,0,755,45,455,47,0,550,149,1037,109,5,1301,272,1148,123,0,1544,453,1380,125,0,1960,648,2073,156,5,2877,524,2485,243,4,3256,213,1587,219,0,2019,48,699,220,0,970,2411,11481,1327,12,15241,84,1307,168,0,1563,84,944,95,0,1125,240,2001,194,8,2446,428,2268,220,10,2924,716,2829,278,4,3830,1018,4120,333,6,5471,899,5026,475,8,6410,410,3162,388,0,3956,106,1176,324,3,1607,3983,22832,2478,37,29338
10802,65,1180,212,0,1462,78,871,218,0,1170,198,1715,527,13,2451,311,1656,419,8,2402,440,2112,315,3,2875,615,3086,357,5,4068,534,3475,329,0,4335,247,1803,194,4,2252,54,503,67,0,625,2537,16404,2643,42,21628,88,1065,172,0,1324,79,835,103,0,1028,338,1754,257,4,2356,547,1711,236,3,2497,704,2108,256,4,3071,1026,3065,305,5,4398,688,3190,302,0,4185,255,1792,250,0,2294,39,765,152,0,961,3778,16280,2031,23,22109,156,2249,377,0,2787,155,1707,324,4,2193,534,3469,788,17,4805,858,3366,664,10,4895,1150,4216,568,8,5943,1646,6142,661,9,8464,1220,6669,626,0,8519,504,3592,445,4,4544,96,1266,223,0,1584,6318,32688,4675,56,43742
10803,0,4,0,0,4,0,5,0,0,5,0,29,0,0,33,0,29,5,0,32,0,20,0,0,23,6,31,4,5,43,3,18,6,0,33,0,10,4,0,14,0,8,0,0,11,15,153,17,4,192,0,3,0,0,3,0,5,0,0,5,0,36,4,0,42,0,25,3,0,28,3,23,0,0,32,11,24,9,0,39,0,16,5,0,23,3,9,3,0,15,0,3,0,0,3,29,150,15,4,195,0,4,0,0,4,0,8,0,0,8,0,64,7,0,77,0,58,5,0,62,6,39,3,0,50,18,54,11,5,81,8,38,7,0,56,3,21,3,0,30,0,10,0,0,15,39,307,40,8,391
10804,130,2212,175,3,2521,103,1698,120,0,1924,272,3173,254,10,3705,447,3425,252,11,4132,711,3961,245,9,4928,876,4430,275,13,5588,752,5345,343,7,6447,520,3329,272,4,4123,159,1027,207,0,1384,3961,28600,2144,50,34756,130,2210,125,0,2471,163,1717,114,0,1992,512,3314,217,6,4044,877,3454,230,8,4570,1273,4088,220,9,5592,1588,4681,281,6,6558,1184,5314,332,9,6839,529,3701,373,3,4608,125,1592,337,0,2053,6387,30068,2228,45,38727,265,4417,302,8,4996,266,3415,233,0,3919,784,6491,463,12,7750,1320,6877,484,19,8707,1979,8049,463,19,10518,2467,9111,555,17,12144,1933,10665,668,12,13281,1050,7029,646,7,8732,282,2617,544,0,3442,10344,58668,4371,98,73481
10805,75,1298,173,0,1548,82,1036,106,0,1226,203,1967,219,6,2391,333,1925,225,0,2484,493,2435,244,7,3177,656,3310,299,6,4265,582,3904,302,0,4795,297,2125,243,4,2670,77,562,113,0,751,2806,18561,1917,17,23303,80,1244,149,0,1473,101,910,75,0,1085,374,2026,238,0,2636,565,2010,214,3,2789,845,2459,237,0,3543,1149,3344,256,5,4751,791,3682,292,3,4769,313,2209,257,0,2784,53,950,170,0,1176,4279,18826,1897,11,25011,152,2540,320,0,3017,184,1943,186,0,2313,582,3990,452,6,5029,893,3936,435,3,5267,1345,4897,477,7,6721,1808,6653,548,4,9011,1376,7586,603,0,9568,615,4334,504,3,5454,131,1511,287,0,1927,7084,37389,3812,33,48313
10901,83,1814,176,3,2079,101,1685,148,0,1933,274,3500,291,8,4074,442,3159,271,0,3873,554,3046,262,3,3869,635,3123,263,3,4024,415,2868,194,5,3480,222,1537,143,0,1899,61,458,65,0,590,2790,21195,1812,24,25825,107,1791,168,0,2069,152,1699,134,0,1990,483,3476,268,9,4231,755,3203,272,4,4227,937,3018,225,0,4173,1071,3022,239,3,4337,672,2833,195,0,3707,284,1783,221,0,2290,53,866,101,0,1022,4515,21692,1821,19,28035,188,3609,342,5,4147,254,3390,278,0,3923,757,6973,557,15,8302,1198,6356,544,4,8102,1488,6059,482,3,8045,1700,6148,497,6,8358,1094,5699,391,4,7187,504,3317,367,0,4194,118,1330,162,0,1608,7304,42886,3630,40,53862
10902,18,273,68,0,363,23,290,52,9,386,39,615,131,34,825,64,560,145,17,776,111,641,138,5,897,158,789,133,0,1082,92,666,123,0,883,48,337,46,0,435,11,93,20,0,122,566,4264,863,70,5768,25,241,61,0,325,23,233,42,5,294,79,565,106,14,763,123,472,101,8,704,178,552,92,0,822,249,645,105,0,995,121,550,96,0,766,54,327,60,0,442,0,138,19,0,167,853,3715,694,21,5278,47,507,132,0,686,48,523,92,16,678,126,1181,234,49,1587,182,1031,243,21,1477,292,1187,238,5,1722,398,1439,234,0,2080,214,1214,219,0,1649,97,664,112,0,875,11,232,42,0,287,1418,7979,1557,92,11045
